Tile,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,QA60
20220412T030541_20220412T031402_T50SKC,8264,6396,6440,6476,7628,8015,8474,7544,8404,5847,2644,2707,1024
20220417T030539_20220417T031740_T50SKC,10733,9592,8456,7816,8098,7930,8004,8344,7766,15187,4848,4186,1024
20220422T030551_20220422T031405_T50SKC,1245,1114,1114,874,1148,2850,4363,4292,4542,3878,1131,623,0
20220427T030539_20220427T031747_T50SKC,1042,1830,1634,1092,1252,2846,4399,4684,4558,4400,1342,662,0
20220502T030551_20220502T031405_T50SKC,166,179,355,215,544,2600,4171,4429,4369,4511,1033,454,0
20220507T030539_20220507T031750_T50SKC,1082,1160,1120,842,1060,2682,4015,4020,4217,3912,1090,489,0
20220512T030551_20220512T031219_T50SKC,12463,11536,11384,11208,12210,11684,11476,11032,11237,15395,7413,5695,1024
20220517T030539_20220517T031739_T50SKC,58,167,544,312,914,2877,3938,4253,4204,4253,1251,621,0
20220522T030551_20220522T031519_T50SKC,5350,4644,4080,3464,4045,4289,4448,4640,4582,11007,1343,1198,1024
20220527T030539_20220527T031740_T50SKC,3329,3272,3232,3356,3577,3965,4306,4420,4596,2240,1630,1410,1024
20220601T030551_20220601T031520_T50SKC,529,704,994,1672,2072,2234,2588,2852,3099,3151,2513,1601,0
20220606T030549_20220606T031741_T50SKC,879,1454,2000,2989,3320,3480,3765,4156,4193,4176,4805,3568,0
20220611T030551_20220611T031522_T50SKC,844,1542,2243,3356,3868,4085,4354,4529,4803,4826,4959,3512,0
20220616T030529_20220616T031212_T50SKC,786,1738,2488,3584,4027,4159,4484,4620,4878,4595,5023,3646,0
20220621T030551_20220621T031524_T50SKC,1331,1848,2484,3493,4108,4269,4617,4604,5067,5023,5731,4166,1024
20220626T030529_20220626T031539_T50SKC,2025,2244,2994,3828,4124,4434,4847,5020,5486,8161,5517,3955,1024
20220701T030531_20220701T031319_T50SKC,1240,1296,1670,1876,2395,2976,3209,3124,3509,3544,4321,3226,1024
20220706T030529_20220706T031539_T50SKC,8741,9056,8280,7816,7976,7602,7595,7480,7546,11547,6075,5085,1024
20220711T030531_20220711T031225_T50SKC,21068,10200,30984,24632,19851,14104,12697,12912,13112,13153,9526,7166,1024
20220716T030529_20220716T031538_T50SKC,8457,5428,4552,3748,4686,5503,6174,5636,6149,19460,2139,1762,0
20220721T030531_20220721T031317_T50SKC,264,250,448,270,635,2918,4146,4146,4261,4299,1735,788,0
20220726T030529_20220726T031539_T50SKC,1029,948,993,802,1162,2431,3627,3312,3583,4761,1428,893,1024
20220731T030531_20220731T031541_T50SKC,10182,9216,8128,7592,8098,7748,7734,7816,7590,16507,5427,4565,1024
20220805T030529_20220805T031538_T50SKC,245,314,452,267,600,2596,4365,4224,4668,4523,1510,620,0
20220810T030531_20220810T031239_T50SKC,10769,280,25064,20264,17897,14656,13396,13352,13786,18810,8155,5751,0
20220815T030529_20220815T031446_T50SKC,202,279,464,272,652,2389,3967,3956,4457,4211,1591,711,0
20220820T030531_20220820T031716_T50SKC,289,458,525,303,480,1406,2233,2348,2363,2831,817,440,1024
20220825T030519_20220825T031534_T50SKC,7718,7144,6440,5860,6239,6275,6801,6556,6754,13791,5267,4888,1024
20220830T030531_20220830T031318_T50SKC,12265,12200,11808,11464,11854,11193,10813,11360,10448,15654,4955,3283,0
20220904T030519_20220904T031535_T50SKC,325,370,460,307,580,2298,3706,3676,3889,3911,1480,651,0
20220909T030531_20220909T031003_T50SKC,9232,8584,7832,7624,7772,7650,7618,7768,7537,9983,1777,1873,1024
20220914T030519_20220914T031524_T50SKC,454,481,616,433,753,2474,3783,3797,4030,3944,1624,742,0
20220919T030531_20220919T031314_T50SKC,1034,1186,1304,1000,1199,2189,2764,2976,2903,3493,1761,1059,0
20220924T030519_20220924T031523_T50SKC,8119,8016,8008,8048,8066,8163,8345,8616,8245,4907,2634,2553,1024
20220929T030531_20220929T031313_T50SKC,363,375,580,579,926,1911,2402,2420,2675,2774,1857,1031,0
20221009T030631_20221009T031413_T50SKC,608,738,1080,1444,1600,1699,1760,1900,1883,1863,2310,2020,0
20221014T030659_20221014T031658_T50SKC,4599,3002,3212,3508,3904,3821,4015,3660,4076,7606,4094,3909,1024
20221019T030731_20221019T031517_T50SKC,717,780,1110,1492,1612,1660,1763,1864,1860,1895,2323,2048,0
20221024T030759_20221024T031007_T50SKC,404,538,758,1026,1112,1147,1232,1276,1260,1336,1602,1307,0
20221029T030841_20221029T031714_T50SKC,262,502,880,1318,1581,1605,1697,1736,1796,1763,2228,1856,0
20221103T030859_20221103T031206_T50SKC,6718,7769,5412,3716,3994,4285,4668,4400,4130,2971,3179,2400,1024
20221113T030959_20221113T031355_T50SKC,11754,10736,10456,10056,10426,10109,9960,10016,9598,15723,3918,4018,1024
20221118T031021_20221118T031212_T50SKC,14078,8888,8616,8552,12636,12462,12463,8592,12168,16368,5160,3972,1024
20221123T031029_20221123T031511_T50SKC,178,286,580,410,930,2220,2577,2662,2504,2568,1373,773,0
20221128T031051_20221128T031329_T50SKC,13122,12336,11408,10712,11776,11306,11035,11256,10740,18087,6342,4819,1024
20221203T031109_20221203T031621_T50SKC,0,64,545,362,1139,3020,3603,3852,3752,3854,1973,1164,0
20221208T031121_20221208T031418_T50SKC,443,483,782,536,1092,2571,2910,2920,2965,3101,1304,751,0
20221218T031131_20221218T031448_T50SKC,282,356,734,534,1226,2931,3376,3766,3614,3471,1911,1141,0
20221223T031139_20221223T031717_T50SKC,174,392,718,519,1236,2889,3290,3673,3506,3547,1948,1185,0
20221228T031131_20221228T031727_T50SKC,2093,1850,2110,1974,2622,3633,3965,4208,4113,4293,2203,1404,1024
20230102T031129_20230102T031701_T50SKC,2905,2930,3042,3002,3578,4340,4495,4340,4602,5965,1824,1479,1024
20230107T031121_20230107T031415_T50SKC,254,328,730,578,1323,2760,3170,3460,3389,3421,1693,931,0
20230112T031059_20230112T031452_T50SKC,11126,11800,12088,12304,13207,13373,13441,12168,13586,14295,7921,7388,1024
20230117T031051_20230117T031318_T50SKC,0,0,346,340,726,1580,1734,2008,1849,1629,811,496,0
20230122T031019_20230122T031449_T50SKC,0,184,686,607,1446,3019,3655,3909,3722,3936,1937,1076,0
20230127T031011_20230127T031153_T50SKC,107,155,634,647,1361,2865,3334,3840,3547,3343,2005,1243,1024
20230201T030939_20230201T031320_T50SKC,2016,1914,2094,1964,2524,3676,4107,4460,4213,4964,2583,1902,1024
20230206T030911_20230206T031753_T50SKC,2346,1810,2182,1720,2441,3650,3966,4112,4058,5792,2409,1534,1024
20230211T030849_20230211T031300_T50SKC,8544,8376,8440,8736,8683,8771,9021,9056,9027,3320,5602,3883,1024
20230216T030811_20230216T031631_T50SKC,13758,12312,10656,9536,9512,9078,8772,9112,8375,15203,6000,5447,1024
20230221T030739_20230221T031753_T50SKC,3105,2910,2766,2504,2951,4093,4531,4672,4555,5925,2891,2407,1024
20230226T030701_20230226T031448_T50SKC,652,568,822,692,1200,2985,3639,3984,3773,3906,1720,957,0
20230303T030629_20230303T031352_T50SKC,209,326,622,538,1019,3026,3912,4220,4114,4202,1664,926,0
20230308T030551_20230308T031335_T50SKC,333,342,526,432,790,2650,3741,4040,3851,3952,1347,686,0
20230313T030529_20230313T031137_T50SKC,204,230,368,250,563,2442,3705,4045,3848,3857,1130,538,0
20230318T030521_20230318T031304_T50SKC,7213,6488,6480,6668,7038,7370,7741,7304,7764,3178,2860,2726,1024
20230323T030529_20230323T031525_T50SKC,8070,8072,8240,8424,8464,8743,9186,9384,9148,4040,6660,5297,1024
20230328T030521_20230328T031304_T50SKC,2072,1920,1730,1416,1643,3778,5383,5756,5465,6472,1660,1090,1024
20230402T030529_20230402T031526_T50SKC,729,653,678,456,812,2906,4783,5024,4883,4972,1243,604,0
20230407T030521_20230407T030651_T50SKC,2088,1942,1826,1538,1800,3472,4843,5024,4909,5350,1345,883,1024
20230412T030519_20230412T031524_T50SKC,3354,3420,3168,2648,2769,3621,4568,4824,4586,7524,1699,1278,1024
20230417T030521_20230417T031307_T50SKC,323,325,460,317,648,2746,4564,4565,4707,4680,1135,512,0
20230422T030529_20230422T031627_T50SKC,8947,9184,9152,9264,9410,9215,9305,9432,9189,8006,5961,4817,1024
20230427T030521_20230427T031322_T50SKC,162,178,288,186,490,2361,3957,4208,4185,4284,904,392,0
20230502T030529_20230502T031627_T50SKC,2237,2078,2150,2110,2530,3349,4085,4104,4119,12291,1720,1577,1024
20230507T030521_20230507T031401_T50SKC,209,200,318,212,500,2211,3476,3636,3736,3763,938,444,0
20230512T030529_20230512T030928_T50SKC,141,270,372,258,603,2219,3503,3672,3731,3757,1066,516,0
20230517T030521_20230517T031323_T50SKC,254,303,480,333,758,2559,3677,3757,3945,3985,1228,565,0
20230522T030529_20230522T031522_T50SKC,471,461,708,607,1129,2435,3151,3328,3413,3489,1184,651,0
20230527T030531_20230527T031228_T50SKC,9531,9616,9728,9832,10042,9751,9753,9528,9633,11200,6910,4948,1024
20230601T030529_20230601T031525_T50SKC,350,540,713,951,1213,1337,1508,1556,1714,1720,1905,1354,1024
20230606T030531_20230606T031217_T50SKC,516,586,708,910,1046,1082,1171,1204,1293,1295,1909,1550,1024
20230611T030529_20230611T031522_T50SKC,11115,13184,11112,9720,8603,7930,7594,8800,7213,16768,2427,2742,1024
20230616T030531_20230616T031355_T50SKC,11106,11000,10320,9880,10322,10009,9830,10296,9515,14381,3215,2855,1024
20230621T030529_20230621T031518_T50SKC,9364,8304,7672,7224,8363,7844,7453,7480,7171,14806,1830,2103,1024
20230626T030531_20230626T031644_T50SKC,775,930,1214,1616,1964,2108,2245,2222,2477,2486,3811,3215,0
20230701T030529_20230701T031519_T50SKC,1679,1600,1824,2214,2604,2734,2944,2930,3207,4737,4101,3427,1024
20230706T030531_20230706T031240_T50SKC,9928,9200,8920,8752,9973,9359,8963,9096,8801,14868,6129,5667,1024
20230711T030529_20230711T031522_T50SKC,784,1090,1344,1604,1997,2524,2865,2744,3189,2939,3964,3127,0
20230716T030531_20230716T031826_T50SKC,570,652,938,1048,1441,2349,2712,2590,2822,2871,2971,2191,0
20230721T030529_20230721T031523_T50SKC,8641,8160,8232,8304,9190,9379,9563,9016,9391,7336,2306,2478,1024
20230726T030531_20230726T031501_T50SKC,5963,5336,4820,4356,4972,5447,5829,5712,5893,16430,4145,3885,1024
20230731T030529_20230731T031522_T50SKC,3020,1842,1672,1490,2062,3341,4458,3596,4627,6614,2521,1995,1024
20230805T030531_20230805T031320_T50SKC,640,700,830,624,966,2752,3942,3860,4233,4219,2162,1166,0
20230810T030529_20230810T031200_T50SKC,2090,747,860,844,1287,2214,3033,2217,3157,4472,1472,1158,1024
20230815T030551_20230815T031445_T50SKC,465,439,610,452,866,2581,3673,3533,3816,3915,1835,957,0
20230820T030529_20230820T030900_T50SKC,1025,913,886,650,904,2045,2965,2680,3018,3053,893,451,1024
20230825T030531_20230825T031321_T50SKC,467,457,600,420,810,2809,4059,3960,4238,4218,1781,845,0
20230830T030529_20230830T030903_T50SKC,246,324,482,320,712,2490,3587,3627,3769,3728,1696,813,0
20230909T030529_20230909T030855_T50SKC,870,709,934,682,1190,2789,3724,3716,4079,3972,2246,1194,1024
20230914T030531_20230914T030823_T50SKC,796,724,706,517,695,1232,1474,1422,1522,1284,511,243,0
20230919T030529_20230919T031643_T50SKC,10213,10456,10248,10040,10701,10158,9752,10432,9414,14497,2399,2868,1024
20230924T030521_20230924T031440_T50SKC,7394,7592,7416,7464,7518,7352,7381,7216,7200,6197,1565,952,1024
20230929T030529_20230929T031219_T50SKC,6767,6960,6860,6884,6788,6725,7055,6752,7115,6177,4648,3814,1024
20231004T030551_20231004T031512_T50SKC,9408,9064,9216,9304,9289,9206,9391,9576,9424,10274,3579,3448,1024
20231009T030629_20231009T031616_T50SKC,893,1378,1952,2780,3190,3389,3689,3892,4048,3927,5170,3933,1024
20231014T030651_20231014T031613_T50SKC,740,748,924,1228,1318,1420,1499,1532,1631,1976,2158,1739,0
20231019T030729_20231019T031723_T50SKC,9020,9120,9104,9224,9077,9151,9333,9656,9195,5174,1794,1923,1024
20231024T030801_20231024T031742_T50SKC,692,822,1016,1358,1416,1446,1522,1598,1575,1561,1899,1672,0
20231029T030839_20231029T031103_T50SKC,464,659,922,1232,1355,1387,1448,1466,1500,1466,1822,1614,1024
20231103T030901_20231103T031335_T50SKC,13207,15256,13936,13000,13025,12285,11539,13104,10906,14950,8028,6118,1024
20231108T030929_20231108T031245_T50SKC,459,656,907,1026,1329,1630,1726,1692,1752,1749,1766,1428,0
20231113T030951_20231113T031517_T50SKC,8368,8368,7688,7304,7149,6740,6311,7272,6054,9122,5439,4460,1024
20231118T031019_20231118T031422_T50SKC,864,904,1126,1212,1527,2094,2253,2322,2297,2360,1873,1519,0
20231123T031021_20231123T031632_T50SKC,426,482,804,860,1167,2024,2248,2354,2276,2505,1702,1230,0
20231128T031049_20231128T031536_T50SKC,289,443,780,682,1113,2247,2520,2586,2534,2547,1651,1108,0
20231203T031101_20231203T031734_T50SKC,384,446,728,634,1063,2312,2577,2719,2585,2549,1536,992,0
20231208T031119_20231208T031445_T50SKC,512,590,894,746,1252,2567,2936,3128,3081,3037,1766,1138,0
20231213T031131_20231213T031759_T50SKC,9346,10504,11584,11912,12449,12004,11862,12168,11507,14022,6387,4572,1024
20231218T031139_20231218T031503_T50SKC,7104,6820,7000,7184,7306,7549,7816,7872,7924,3354,6079,5359,1024
20231223T031131_20231223T031807_T50SKC,3314,3208,2920,2596,2938,3656,3732,4188,3716,4968,1948,1557,1024
20231228T031139_20231228T031504_T50SKC,0,188,539,447,1291,3036,3547,3740,3657,3646,1851,1055,0
20240102T031131_20240102T031800_T50SKC,5792,5036,4216,3684,4119,4470,4324,4520,4222,5840,2200,1811,1024
20240107T031119_20240107T031423_T50SKC,244,436,755,616,1290,2944,3376,3533,3543,3459,1789,1097,0
20240112T031101_20240112T031103_T50SKC,585,638,1018,926,1618,3357,3770,4008,3780,3896,1922,1070,0
20240117T031049_20240117T031419_T50SKC,2133,2144,2212,1996,2501,3651,4037,4232,3951,5458,2381,1461,1024
20240122T031021_20240122T031359_T50SKC,2493,2048,2094,1834,2312,3403,3680,3840,3685,3811,1806,1368,1024
20240127T031009_20240127T031338_T50SKC,381,486,780,684,1322,2942,3437,3796,3533,3405,1854,1103,0
20240201T030941_20240201T031614_T50SKC,5956,5708,5576,5492,5790,5966,5973,6076,5864,7259,2689,2252,1024
20240206T030919_20240206T031245_T50SKC,8843,9056,8728,8624,8923,8679,8488,8776,8128,12533,3355,3493,1024
20240211T030851_20240211T031518_T50SKC,206,315,619,481,1226,2928,3469,3840,3489,3449,1637,873,0
20240216T030819_20240216T031125_T50SKC,394,506,703,636,1097,2602,3076,3388,3190,3229,1698,1068,0
20240221T030741_20240221T031316_T50SKC,8479,8480,8600,8800,8485,8807,8996,9200,9014,3654,1840,1918,1024
20240226T030709_20240226T031800_T50SKC,331,436,645,498,1121,2793,3450,3800,3491,3701,1496,759,0
20240302T030631_20240302T031206_T50SKC,241,265,644,506,1146,2889,3552,3812,3696,3768,1659,911,0
20240307T030549_20240307T031620_T50SKC,437,646,866,722,1262,2884,3550,3952,3624,3737,1589,925,0
20240312T030521_20240312T031235_T50SKC,291,293,548,429,928,2988,3864,4265,4100,4138,1374,698,0
20240317T030519_20240317T031237_T50SKC,5584,5684,5904,6056,6183,6564,6942,7392,6960,7392,4150,4003,1024
20240322T030521_20240322T031627_T50SKC,8672,3748,4256,5160,5706,6435,6919,6040,7023,16661,3533,3898,1024
20240327T030519_20240327T031615_T50SKC,9728,9496,9456,9720,10250,10051,9958,10056,9751,14465,6302,5347,1024
20240401T030521_20240401T030959_T50SKC,338,321,482,335,732,2917,4519,4720,4591,4919,1164,587,2048
20240406T030519_20240406T031707_T50SKC,407,379,511,347,703,2803,4668,4772,4634,4757,1149,595,2048
20240411T030521_20240411T030632_T50SKC,3766,3412,3336,3184,3461,4618,5603,5460,5726,2595,1827,1609,1024
20240416T030529_20240416T031616_T50SKC,2569,2502,2522,2378,2563,3907,5192,5116,5367,2141,2171,1673,2048
20240421T030531_20240421T031451_T50SKC,701,636,714,534,844,2697,4275,4292,4414,4440,1015,522,2048
20240426T030519_20240426T031436_T50SKC,83,164,271,154,469,2450,4347,4652,4604,4676,944,402,0
20240501T030551_20240501T031218_T50SKC,171,184,308,172,477,2405,3982,4264,4239,4361,955,406,0
20240506T030529_20240506T031551_T50SKC,716,804,848,683,1060,2758,4218,4308,4430,5043,1321,731,2048
20240511T030551_20240511T031732_T50SKC,880,902,1094,955,1358,2870,3848,3880,4157,4123,1506,859,0
20240516T030519_20240516T031334_T50SKC,359,600,978,865,1575,3143,3856,4160,4374,3869,1800,962,0
20240521T030521_20240521T031029_T50SKC,4063,4176,3604,3368,3964,4281,4398,4740,4726,8239,2159,1612,2048
20240526T030519_20240526T031702_T50SKC,5172,4776,4200,4096,4539,4455,4608,4512,4824,11196,3399,3150,1024
20240531T030531_20240531T031100_T50SKC,4438,4544,4064,3916,3950,4087,4355,4892,4697,10601,4147,3574,2048
20240605T030529_20240605T031617_T50SKC,4490,3480,3908,4328,4905,5012,5214,4780,5357,12970,4670,4006,1024
20240610T030531_20240610T031035_T50SKC,1005,1226,1850,2754,3176,3429,3801,3773,4202,4418,3398,2256,0
20240615T030529_20240615T031618_T50SKC,1131,1664,2298,3272,3691,4005,4336,4492,4761,4649,5137,3934,0
20240620T030531_20240620T031736_T50SKC,1000,1382,1992,2576,3134,3661,3937,3808,4248,4082,4834,3695,0
20240625T030529_20240625T031618_T50SKC,691,1234,1768,2258,2733,3482,3913,3861,4114,3996,4263,3165,0
20240630T030531_20240630T031035_T50SKC,614,738,1102,1228,1666,3000,3513,3496,3728,3565,3160,2146,0
20240705T030529_20240705T031549_T50SKC,408,487,822,616,1189,3747,4919,4684,5221,4912,2870,1565,0
20240710T030551_20240710T031725_T50SKC,6918,6828,6952,7032,7306,7491,7701,7960,7650,10321,5054,4139,1024
20240715T030529_20240715T031803_T50SKC,9751,9640,9632,9664,10706,10301,10021,10144,9656,14698,1708,2056,1024
20240720T030541_20240720T031531_T50SKC,8138,7592,6924,6456,7229,7064,7045,7072,7058,16495,5489,5081,1024
20240725T030529_20240725T031701_T50SKC,5029,5072,4388,3920,4436,4791,5373,5224,5413,16433,3642,3245,1024
20240730T030531_20240730T031701_T50SKC,225,257,552,257,743,3887,5609,5368,5786,5628,2068,845,0
20240804T030529_20240804T030958_T50SKC,176,300,549,290,752,3139,4746,4664,5000,4784,1969,859,0
20240809T030541_20240809T031524_T50SKC,145,176,420,217,619,2903,4341,4204,4476,4379,1551,670,2048
20240814T030529_20240814T030957_T50SKC,845,822,912,612,1025,3297,4914,4856,5346,5115,2116,922,0
20240819T030541_20240819T030621_T50SKC,5129,4120,3960,3652,4043,4987,5716,5500,5834,16557,2994,2525,1024
20240824T030519_20240824T031546_T50SKC,592,625,824,524,991,3097,4446,4252,4721,4558,1969,880,0
20240829T030541_20240829T031246_T50SKC,209,318,630,380,896,3105,4203,4053,4440,4382,2035,940,0
20240903T030529_20240903T031455_T50SKC,254,393,715,510,1114,2736,3523,3588,3923,3823,2057,1033,0
20240908T030541_20240908T031237_T50SKC,842,1204,1168,872,1178,1990,2269,2456,2310,2489,1123,524,0
20240913T030519_20240913T031756_T50SKC,9803,9744,9584,9536,10043,9765,9933,9568,9801,14452,7273,5572,1024
20240918T030541_20240918T031541_T50SKC,10007,9984,9840,9816,10245,9783,9796,9248,9717,12153,5151,3194,1024
20240923T030519_20240923T030957_T50SKC,411,496,634,734,1019,1489,1733,1758,1947,1960,2104,1515,0
20240928T030521_20240928T031056_T50SKC,4904,4140,3476,3068,3432,3097,2992,3064,2875,15311,1703,1747,2048
20241003T030529_20241003T030635_T50SKC,691,834,1092,1436,1576,1657,1731,1776,1790,1813,2209,2042,0
20241008T030621_20241008T031151_T50SKC,1592,1552,1804,2110,2339,2237,2287,2210,2379,2244,2587,2126,0
20241013T030559_20241013T031240_T50SKC,11084,9728,8016,6900,7275,6514,6171,6248,5788,19047,3016,3099,1024
20241018T030731_20241018T031300_T50SKC,2350,2924,2820,2856,2956,2962,3048,3006,3049,3189,3458,3162,0
20241023T030709_20241023T031801_T50SKC,676,706,825,1050,1113,1134,1220,1264,1251,1352,1422,1171,0
20241028T030831_20241028T031149_T50SKC,984,1038,1224,1512,1721,1732,1769,1684,1787,1712,1759,1428,0
20241102T030809_20241102T031530_T50SKC,258,490,748,1064,1276,1419,1521,1462,1564,1482,1802,1497,0
20241107T030921_20241107T031737_T50SKC,2038,1772,2004,2122,2448,2641,2666,2768,2687,4890,2557,2192,2048
20241112T030859_20241112T031708_T50SKC,1605,1446,1648,1696,2076,2526,2805,2570,2766,3901,2501,1989,0
20241117T031011_20241117T031358_T50SKC,4268,4660,4508,4440,4508,4786,4897,5200,4799,1691,3481,2777,1024
20241122T030939_20241122T031702_T50SKC,530,641,944,728,1229,2211,2441,2426,2412,2434,1515,951,0
20241127T031051_20241127T031725_T50SKC,422,468,754,667,1147,2336,2583,2688,2575,2492,1598,1043,0
20241202T031019_20241202T031344_T50SKC,391,479,811,643,1206,2498,2756,2906,2772,2791,1665,1089,0
20241207T031121_20241207T031201_T50SKC,359,444,869,662,1299,2913,3282,3416,3284,3316,1721,1012,0
20241212T031029_20241212T031249_T50SKC,2914,2980,2540,2012,2660,4047,4430,4652,4297,5559,2224,1570,2048
20241217T031131_20241217T031228_T50SKC,599,585,899,712,1374,2895,3297,3520,3356,3249,1710,1008,0
20241222T031039_20241222T031041_T50SKC,1286,1166,1400,1232,1808,3162,3476,3784,3591,3358,1837,1259,2048
20241227T031141_20241227T031229_T50SKC,906,1780,1300,1188,1591,2196,2467,2888,2621,3525,1462,1209,2048
20250101T031029_20250101T031450_T50SKC,456,588,890,737,1448,2987,3447,3677,3510,3526,1831,1056,0
20250106T031121_20250106T031305_T50SKC,252,334,652,504,1160,2608,2937,3288,3088,2918,1453,789,0
20250111T031009_20250111T031341_T50SKC,352,444,762,608,1337,2858,3278,3567,3378,3282,1689,960,0
20250116T031051_20250116T031436_T50SKC,298,328,690,566,1293,2835,3268,3620,3410,3104,1695,986,2048
20250121T030939_20250121T031456_T50SKC,2002,2232,2386,2204,2611,3471,3781,4188,3843,4198,1666,1344,2048
20250126T031041_20250126T031605_T50SKC,105,264,686,607,1403,3036,3351,3822,3535,3366,1565,848,2048
20250131T030859_20250131T031502_T50SKC,8548,6828,6816,7104,8329,8438,8757,7272,8735,3524,5945,4649,1024
20250205T030951_20250205T031432_T50SKC,3324,3022,3082,3002,3419,4294,4528,4612,4667,2921,2401,2016,2048
20250210T030759_20250210T031125_T50SKC,255,408,679,631,1268,2883,3476,3716,3563,3529,1835,1090,0
20250215T030841_20250215T031227_T50SKC,2899,2770,2814,2714,3026,3800,3985,4368,4072,5030,1985,1726,2048
20250220T030659_20250220T031102_T50SKC,7679,6276,6164,6240,7441,7729,8009,6872,7963,3437,3482,3110,1024
20250225T030731_20250225T030944_T50SKC,424,432,700,659,1392,3303,3940,4152,4089,4145,1884,1038,0
20250302T030539_20250302T031604_T50SKC,4106,4368,4340,4348,4122,4258,4426,4528,4275,1899,1232,1116,1024
20250307T030621_20250307T030927_T50SKC,422,312,588,429,1042,3312,4132,4400,4296,4276,1452,692,0
20250312T030529_20250312T031056_T50SKC,1077,1130,1224,990,1378,3073,4113,4340,4152,4628,1279,838,2048
20250317T030551_20250317T031617_T50SKC,275,192,332,199,566,2668,3894,4221,3996,3918,1029,444,0
20250322T030529_20250322T031553_T50SKC,276,249,340,231,470,2413,3935,4360,4174,4027,1019,461,0
20250327T030541_20250327T031111_T50SKC,11789,14256,13656,12328,12052,11438,11068,12600,10750,14022,5848,4207,1024
20250401T030519_20250401T031615_T50SKC,223,277,393,312,592,2560,4512,4816,4655,4365,1145,586,2048
20250406T030611_20250406T030630_T50SKC,505,454,588,467,754,2651,4227,4476,4376,4339,1114,547,0
20250408T031151_20250408T031148_T50SKC,14777,11752,9128,7392,8218,7991,8029,8104,7486,19386,2211,2237,1024
20250411T030529_20250411T031617_T50SKC,6929,6212,6200,6168,6589,6968,7478,7280,7508,4679,1814,1889,1024
20250416T030601_20250416T031119_T50SKC,377,439,616,536,880,2810,4364,4640,4580,4612,1322,712,0
20250421T030529_20250421T031621_T50SKC,10763,11008,10584,10568,11119,10656,10504,10944,10363,14201,7308,5555,1024
20250426T030601_20250426T031324_T50SKC,424,352,492,365,682,2456,4003,4204,4284,4186,961,463,0
20250428T031151_20250428T031659_T50SKC,231,141,260,165,416,2131,3801,4192,4174,4089,882,396,0
20250501T030529_20250501T031559_T50SKC,196,228,338,248,496,2162,3770,4128,4097,4149,928,441,0
20250506T030541_20250506T031658_T50SKC,524,506,690,597,939,2480,3633,3992,3923,3929,1224,653,0
20250511T030529_20250511T031453_T50SKC,224,234,350,236,557,2138,3411,3733,3695,3688,1037,508,0
20250516T030541_20250516T031643_T50SKC,493,451,653,548,1023,2436,3216,3380,3600,3532,1345,699,0
20250518T031151_20250518T031151_T50SKC,839,938,1160,1084,1659,3003,3830,3996,4218,4168,1729,1034,2048
20250521T030529_20250521T031616_T50SKC,332,447,714,886,1469,2164,2654,2919,3161,3153,1729,975,0
20250526T030541_20250526T031114_T50SKC,691,706,955,1382,1700,1986,2285,2588,2719,2970,2253,1372,0
20250531T030529_20250531T031612_T50SKC,8652,8488,8544,8728,8628,8740,9123,8920,9078,3894,2281,2106,1024
20250605T030541_20250605T030851_T50SKC,649,1368,2056,3169,3668,3885,4119,4513,4714,4486,5003,3541,0
20250607T031151_20250607T031151_T50SKC,9330,10248,9696,9280,9611,9343,9121,10208,8946,11798,3707,2790,1024
20250610T030519_20250610T031238_T50SKC,6174,5272,5220,5180,5914,6060,6292,5708,6262,3784,1749,1669,1024
20250615T030541_20250615T031645_T50SKC,674,1376,2146,3094,3399,3737,3877,4364,4295,4290,5047,3854,0
20250620T030529_20250620T031529_T50SKC,4130,4196,4024,4020,4367,4346,4418,4428,4536,14892,3205,3041,1024
20250625T030601_20250625T030906_T50SKC,7697,7416,7392,7432,7538,7751,7799,8088,7908,5211,1825,1946,1024
20250627T031151_20250627T031151_T50SKC,857,1218,1522,1666,2277,3229,3613,3608,3825,3333,4246,3193,0
20250630T030529_20250630T031604_T50SKC,10126,7696,7080,7060,7962,7647,7666,6520,7629,15538,6155,5485,1024
20250705T030601_20250705T030933_T50SKC,1002,798,1072,992,1536,3161,3751,3756,3924,4576,2837,1740,2048
20250710T030529_20250710T031040_T50SKC,7303,7552,6944,6484,6648,7046,7465,7328,7578,11635,6154,5432,1024
20250715T030611_20250715T030750_T50SKC,2100,2036,1932,1574,2164,4160,5168,5228,5451,10870,2341,1489,2048
20250717T031151_20250717T031154_T50SKC,490,412,613,434,879,2897,4161,4156,4393,4419,1901,979,0
20250720T030529_20250720T031654_T50SKC,4994,5192,4708,4352,4533,4765,5210,4960,5270,16497,3279,2824,1024
20250725T030611_20250725T030851_T50SKC,323,236,498,247,789,3377,4896,4801,4941,4820,1803,777,0
20250730T030519_20250730T031615_T50SKC,10866,11008,9744,8944,9275,8667,8605,8944,8510,16397,5798,4340,1024
20250804T030601_20250804T031127_T50SKC,2850,2330,2294,2216,2682,3639,4098,3948,4304,16546,2763,2405,2048
20250806T031151_20250806T031151_T50SKC,3373,3348,2932,2486,2864,3960,4836,4724,5060,16176,1928,1390,2048
20250809T030529_20250809T031241_T50SKC,7880,8144,8184,8288,8176,8288,8891,8456,8976,8464,4761,3560,1024
20250814T030601_20250814T031723_T50SKC,10959,10136,9056,8240,8483,8304,8228,8288,8342,16450,5808,4707,1024
