dates,blue,green,red,nir,swir1,swir2,thermal,qa,sensor
738254,147,409,424,2091,1486,857,0,4,2
738257,226,390,364,1574,1100,710,0,4,2
738267,144,343,332,1662,1166,669,0,0,2
738272,-367,-192,-111,329,254,161,0,2,2
738274,214,466,457,2016,1588,946,0,0,2
738279,255,526,540,2287,1741,1045,0,0,2
738280,218,431,414,1898,1303,780,0,0,8
738282,146,344,322,1660,1173,668,0,0,2
738284,305,627,670,2565,2319,1431,0,0,2
738299,-106,122,125,1132,962,511,0,4,2
738302,1408,1425,1389,2730,2274,1702,0,4,2
738304,-26,45,14,363,209,120,0,2,8
738304,225,521,485,2359,1788,1022,0,4,2
738307,118,322,279,1732,1112,590,0,0,2
738309,262,554,523,2447,1865,1099,0,4,2
738324,169,421,388,2045,1484,816,0,0,2
738327,154,363,316,1740,1180,674,0,0,2
738339,235,483,434,2150,1613,938,0,0,2
738342,131,323,273,1574,1055,573,0,0,2
738344,201,384,329,1660,1176,673,0,0,8
738344,236,485,433,2026,1593,943,0,0,2
738347,1831,2135,2254,3898,3323,2610,0,4,2
738357,105,212,111,1194,697,347,0,2,2
738359,213,451,397,2090,1505,865,0,0,2
738360,164,355,314,1702,1143,631,0,0,8
738362,133,328,273,1758,1111,607,0,0,2
738364,113,427,398,2391,1713,1072,0,4,2
738372,102,314,265,1957,1227,659,0,4,2
738374,217,457,394,2129,1524,887,0,0,2
738376,183,386,321,1839,1178,668,0,0,8
738377,152,376,340,1820,1152,678,0,0,2
738379,191,431,399,2117,1407,825,0,0,2
738382,4903,5027,4903,5694,4787,4163,0,4,2
738387,135,333,276,2017,1141,622,0,4,2
738389,194,429,373,2144,1427,788,0,0,2
738394,270,557,531,2537,1718,1096,0,4,2
738409,187,445,413,2189,1484,894,0,4,2
738414,1740,1822,1613,3313,2738,1996,0,4,2
738416,204,355,294,1799,1158,621,0,0,8
738417,8967,9541,9657,10475,8303,6650,0,4,2
738419,161,394,321,2181,1323,712,0,4,2
738429,982,920,716,1342,1241,838,0,4,2
738432,491,706,652,2201,1460,857,0,4,2
738434,132,343,305,1807,1171,662,0,0,2
738437,2667,2945,2911,4179,3366,2806,0,4,2
738440,169,349,304,1743,1105,618,0,0,8
738442,112,282,267,1681,1029,558,0,0,2
738444,141,348,319,1860,1229,704,0,0,2
738447,121,312,285,1717,1077,609,0,0,2
738448,94,342,307,1808,1219,707,0,0,8
738449,142,348,323,1768,1173,685,0,0,2
738452,1142,1436,1488,2289,2633,2159,0,4,2
738456,184,358,346,1709,1139,656,0,0,8
738457,141,336,323,1694,1126,660,0,0,2
738459,148,352,349,1828,1169,704,0,0,2
738462,131,322,326,1784,1129,688,0,0,2
738464,168,351,344,1743,1191,692,0,0,8
738464,154,357,359,1827,1240,743,0,0,2
738467,142,331,342,1764,1149,679,0,0,2
738469,152,347,353,1861,1217,705,0,0,2
738472,186,375,370,1865,1199,697,0,0,8
738472,131,322,316,1740,1108,628,0,0,2
738474,146,339,336,1882,1249,694,0,0,2
738477,129,308,309,1762,1124,657,0,0,2
738479,145,338,329,1847,1195,694,0,0,2
738480,184,381,383,1791,1216,688,0,0,8
738482,132,305,306,1784,1116,622,0,0,2
738484,147,345,343,1881,1248,731,0,0,2
738488,185,392,392,1872,1244,708,0,0,8
738489,155,350,355,1899,1231,709,0,0,2
738492,134,315,306,1832,1131,627,0,0,2
738494,152,345,340,1911,1254,733,0,0,2
738496,184,373,363,1943,1205,722,0,0,8
738497,126,313,308,1803,1138,647,0,0,2
738499,152,359,357,1945,1238,720,0,0,2
738502,124,300,304,1796,1101,629,0,0,2
738504,195,388,397,1910,1276,728,0,0,8
738504,143,340,355,1912,1257,713,0,0,2
738507,124,305,301,1807,1122,635,0,0,2
738509,147,345,341,1950,1221,685,0,0,2
738512,201,385,390,1972,1278,729,0,0,8
738512,108,282,291,1778,1072,596,0,0,2
738514,145,346,337,1943,1250,705,0,0,2
738519,87,266,281,1743,949,551,0,0,2
738520,199,395,393,2097,1315,745,0,0,8
738522,8027,8298,8170,8850,6980,5688,0,4,2
738524,141,343,346,1970,1241,716,0,0,2
738527,121,302,299,1795,1107,635,0,0,2
738528,187,365,364,1996,1195,720,0,4,8
738529,149,361,351,1999,1223,714,0,0,2
738532,128,312,308,1820,1105,609,0,0,2
738534,179,398,400,1969,1319,785,0,0,2
738536,208,391,406,1960,1239,714,0,0,8
738539,147,362,357,1918,1211,717,0,0,2
738542,118,313,300,1789,1098,594,0,0,2
738544,179,365,360,1907,1208,699,0,0,8
738544,140,358,347,1905,1228,713,0,0,2
738547,114,302,296,1774,1092,627,0,0,2
738549,135,338,326,1868,1184,672,0,0,2
738552,319,534,570,2154,1665,1261,0,4,8
738552,863,1128,1079,2707,2703,2326,0,4,2
738554,144,354,341,1859,1236,702,0,0,2
738557,90,284,281,1905,838,488,0,0,2
738559,5115,5158,4913,5467,5032,4378,0,4,2
738560,7182,7079,7194,7759,5649,4589,0,4,8
738562,134,319,321,1742,1087,613,0,0,2
738564,114,416,498,2182,1503,899,0,4,2
738567,127,318,307,1781,1115,640,0,0,2
738568,178,364,360,1799,1190,679,0,0,8
738569,155,371,362,1795,1182,697,0,0,2
738572,4129,4432,4419,5234,4647,3999,0,4,2
738574,5314,5473,5377,6332,4896,4060,0,4,2
738576,-359,510,266,1611,23,130,0,4,8
738577,2317,2185,2011,2351,957,579,0,4,2
738579,1049,1407,1543,3289,2554,1903,0,4,2
738582,104,289,280,1692,1045,595,0,0,2
738584,177,365,355,1741,1127,653,0,0,8
738584,137,347,332,1801,1195,695,0,0,2
738587,338,789,1001,2496,1593,1371,0,4,2
738589,150,361,336,1768,1185,687,0,0,2
738592,224,549,545,1849,1074,716,0,4,8
738592,235,437,403,1808,1039,674,0,0,2
738597,114,307,284,1669,1074,604,0,0,2
738600,176,380,358,1807,1203,701,0,0,8
738602,275,498,467,2083,1289,767,0,0,2
738604,159,381,364,1862,1304,761,0,0,2
738608,177,378,348,1726,1167,674,0,0,8
738609,743,811,729,1468,1488,939,0,4,2
738614,154,371,375,1792,1267,752,0,0,2
738616,4219,4349,4396,5076,4073,3373,0,4,8
738617,138,342,318,1704,1154,661,0,4,2
738619,168,392,361,1798,1237,729,0,0,2
738622,127,342,324,1838,1196,672,0,0,2
738624,230,564,548,1911,1225,777,0,0,8
738624,112,307,334,1319,790,546,0,0,2
738629,193,442,417,1982,1434,832,0,0,2
738632,4871,5111,5057,5767,4454,3843,0,4,2
738634,264,410,452,1579,736,620,0,4,2
738637,-187,-20,21,769,457,305,0,2,2
738644,208,464,436,2089,1513,887,0,0,2
738647,4541,4793,4728,5337,4851,4106,0,4,2
738648,237,510,466,2042,1453,880,0,4,8
738652,236,437,637,1949,1096,795,0,4,2
738657,143,361,303,1858,1158,639,0,0,2
738662,406,585,487,1951,1290,712,0,4,2
738664,223,464,383,1792,1135,728,0,0,8
738664,249,519,478,2064,1402,891,0,0,2
738667,-31,50,31,315,163,113,0,2,2
738669,250,523,477,2177,1658,994,0,0,2
738672,191,415,353,1739,1181,676,0,0,8
738672,129,332,284,1651,1083,583,0,0,2
738674,2017,2431,2611,4354,4301,2989,0,4,2
738677,-115,170,126,1450,979,483,0,4,2
738687,-157,282,345,2141,1487,950,0,4,2
738688,7685,7298,7476,7699,6311,5457,0,4,8
738689,343,735,747,2913,1985,1038,0,4,2
738692,6789,6946,6807,7148,4835,3196,0,4,2
738696,211,394,315,1709,1088,632,0,0,8
738697,129,330,261,1580,1006,566,0,0,2
738699,239,523,453,2151,1589,947,0,0,2
738702,59,175,186,645,442,303,0,2,2
738704,-9999,-9999,-9999,-9999,-9999,-9999,0,255,8
738704,2196,2257,2080,3484,3121,2435,0,4,2
738709,424,564,443,1931,1489,983,0,4,2
738717,105,298,217,1621,927,491,0,0,2
738719,215,463,383,2061,1474,861,0,0,2
738722,252,451,437,1575,1117,672,0,4,2
738724,219,471,400,2058,1487,858,0,0,2
738732,-85,108,93,1318,722,395,0,4,2
738734,3251,3540,3688,4944,4537,4044,0,4,2
738742,116,311,241,1785,1058,565,0,0,2
738747,6661,7084,7082,8211,5338,4151,0,4,2
738767,117,302,236,1582,961,530,0,0,2
738768,187,353,280,1665,1067,593,0,0,8
738769,189,422,331,2041,1327,760,0,0,2
738772,158,356,282,1803,1093,603,0,0,2
738776,186,353,272,1688,1041,576,0,0,8
738777,126,309,246,1616,965,543,0,0,2
738779,188,382,315,1867,1209,700,0,0,2
738782,9,75,72,560,257,130,0,2,2
738787,112,296,234,1639,966,519,0,0,2
738792,247,535,461,1442,1055,715,0,4,8
738792,3997,4239,4184,5239,3908,3247,0,4,2
738794,2412,2506,2457,3005,2054,1574,0,4,2
738797,3,244,210,1734,1076,615,0,4,2
738804,1337,1036,1007,2772,2165,1572,0,4,2
738807,791,1037,850,2227,1740,1177,0,4,2
738808,159,348,289,1729,1057,616,0,0,8
738809,7470,7698,7592,8075,5746,4367,0,4,2
738812,125,315,269,1742,1033,575,0,0,2
738814,152,392,332,2011,1248,723,0,2,2
738816,162,358,316,1704,1086,615,0,0,8
738817,152,377,363,1775,1089,854,0,2,2
738824,5352,5472,5561,6201,4719,3975,0,4,8
738824,7154,7000,6565,7249,5125,3825,0,4,2
738827,158,370,350,1839,1106,649,0,0,2
738832,207,444,408,2016,1199,743,0,0,8
738832,149,367,354,1942,1148,675,0,0,2
738834,144,363,338,1887,1190,687,0,0,2
738837,128,334,317,1877,1107,645,0,0,2
738839,142,349,334,1920,1177,675,0,0,2
738840,257,507,488,2307,1448,915,0,2,8
738844,130,332,318,1932,1143,664,0,0,2
738847,127,325,314,1802,1068,610,0,0,2
738848,180,354,346,1904,1159,677,0,0,8
738849,145,348,341,1961,1185,689,0,0,2
738854,140,346,328,1905,1200,683,0,0,2
738856,184,363,360,1915,1196,705,0,0,8
738857,3191,3298,3089,3693,3660,3225,0,4,2
738864,186,366,368,1928,1220,688,0,0,8
738864,131,338,342,1939,1204,688,0,0,2
738867,138,331,303,1918,1078,609,0,0,2
738872,198,414,388,2020,1255,703,0,0,8
738872,128,329,306,1912,1128,608,0,0,2
738874,141,354,334,1972,1196,687,0,4,2
738877,122,316,302,1855,1043,582,0,2,2
738879,141,354,321,1982,1177,663,0,0,2
738880,200,406,395,2047,1237,692,0,0,8
738882,119,309,293,1828,1088,588,0,0,2
738884,137,347,331,2011,1179,666,0,4,2
738887,119,284,270,1390,777,472,0,4,2
738889,1371,1626,1783,2841,1965,1771,0,4,2
738892,131,321,303,1847,1081,600,0,0,2
738894,146,364,345,2002,1190,682,0,0,2
738896,176,383,387,1959,1190,678,0,0,8
738897,130,308,292,1797,1024,576,0,2,2
738899,150,372,347,1968,1177,684,0,0,2
738902,119,313,298,1783,1067,593,0,0,2
738904,182,387,365,2046,1211,706,0,0,8
738904,131,348,321,2015,1175,658,0,0,2
738907,227,576,499,2957,737,797,0,4,2
738909,142,372,340,1944,1178,683,0,0,2
738912,490,1066,1129,2867,2731,2165,0,4,8
738912,-26,500,1380,4132,3312,3354,0,4,2
738914,184,521,620,2829,1948,1508,0,4,2
738917,397,488,384,1912,1244,679,0,4,2
738920,174,379,352,1836,1114,666,0,0,8
738922,3068,3493,3657,5054,4442,4209,0,4,2
738924,83,259,249,1389,775,449,0,4,2
738927,119,305,288,1758,1003,564,0,0,2
738928,173,349,328,1786,1112,639,0,0,8
738929,147,370,343,1888,1165,665,0,0,2
738932,-360,-257,-205,176,-16,11,0,2,2
738934,144,363,346,1884,1159,661,0,0,2
738942,115,307,288,1684,1032,558,0,0,2
738947,154,354,306,1768,1001,613,0,4,2
738949,148,387,340,1853,1196,681,0,0,2
738952,263,626,594,2060,1188,782,0,0,8
738954,154,347,322,1603,955,585,0,0,2
738959,184,662,975,2715,2020,1666,0,4,2
738960,163,363,326,1699,1120,637,0,0,8
738967,735,996,1337,2199,1774,1642,0,4,2
738968,404,565,600,853,1293,1427,0,0,8
738969,-347,-58,303,1698,1835,2011,0,4,2
738974,349,459,562,782,1303,1422,0,0,2
738976,6203,6061,6095,6256,5230,4492,0,4,8
738984,4892,4961,4954,5049,4381,3692,0,4,2
738987,-122,12,118,276,467,492,0,4,2
738989,350,469,592,879,1446,1546,0,0,2
738992,372,539,632,932,1353,1400,0,0,8
738992,304,452,586,867,1316,1384,0,0,2
739004,413,536,667,980,1620,1683,0,0,2
739008,328,708,818,1191,1828,1625,0,2,8
739014,1035,1311,1595,2251,1371,1318,0,4,2
739019,17,361,647,1552,1469,1434,0,4,2
739022,317,382,466,751,1223,1131,0,4,2
739024,-83,164,266,650,1296,1238,0,4,8
739024,1212,1427,1669,1864,3003,1986,0,4,2
739027,334,476,607,933,1565,1565,0,4,2
739029,434,578,724,1074,1748,1785,0,0,2
739032,596,656,762,1057,1722,1675,0,0,8
739032,3255,3422,3432,3845,3482,2967,0,4,2
739037,4833,4784,4282,4656,4187,3694,0,4,2
739039,498,650,762,1027,1913,1553,0,4,2
739040,555,684,811,1168,1771,1698,0,0,8
739044,483,634,806,1182,1889,1822,0,0,2
739047,321,466,605,897,1473,1409,0,0,2
739054,357,529,699,1137,1763,1587,0,0,2
739056,2523,2751,2781,3400,2842,2377,0,4,8
739059,819,903,939,1209,1884,1545,0,4,2
739067,6426,6475,6297,6526,5363,4166,0,4,2
739069,500,638,775,1130,1788,1726,0,0,2
739074,507,656,812,1167,1894,1747,0,4,2
739079,275,375,480,791,1327,1189,0,0,2
739087,-475,-184,272,1115,1055,997,0,4,2
739092,456,643,769,1176,1330,966,0,4,2
739099,399,537,644,988,1533,1439,0,0,2
739104,389,485,566,858,1368,1262,0,0,8
739104,400,525,641,966,1537,1425,0,0,2
739112,437,535,627,945,1464,1364,0,0,8
739112,403,548,663,988,1472,1354,0,0,2
739117,477,632,718,1165,1612,1293,0,4,2
739119,442,599,717,1089,1623,1523,0,0,2
739120,424,545,639,962,1484,1412,0,0,8
739122,410,558,662,1011,1500,1386,0,0,2
739124,493,647,779,1178,1706,1578,0,0,2
739127,409,565,681,1009,1494,1386,0,0,2
739128,329,682,735,1356,1544,1423,0,4,8
739132,699,737,824,1834,2385,1914,0,4,2
739137,247,467,634,1020,1576,1462,0,0,2
739142,497,678,814,1201,1704,1541,0,2,2
739144,7493,7036,7114,6964,4422,3204,0,4,8
739144,642,792,917,1315,1891,1696,0,4,2
739147,430,586,699,1042,1556,1423,0,0,2
739149,564,743,895,1361,1924,1732,0,2,2
739157,424,588,715,1069,1546,1400,0,0,2
739162,240,411,537,989,1358,1164,0,0,2
739167,82,749,1335,2722,2316,2074,0,4,2
739169,454,603,739,1206,1776,1617,0,0,2
739177,278,470,619,1088,1586,1464,0,0,2
739179,-220,-17,187,717,998,866,0,2,2
739182,413,576,695,1091,1631,1502,0,0,2
739187,423,589,717,1073,1574,1445,0,0,2
739189,429,594,727,1122,1662,1550,0,0,2
739192,394,596,714,1137,1746,1593,0,0,8
739192,426,582,704,1063,1618,1496,0,0,2
739200,460,637,756,1138,1779,1641,0,0,8
739202,448,621,758,1099,1663,1568,0,0,2
739204,451,615,765,1121,1757,1649,0,0,2
739207,466,649,789,1120,1692,1618,0,0,2
739208,429,646,826,1198,1839,1734,0,0,8
739209,468,637,791,1154,1768,1683,0,0,2
739212,445,632,804,1199,1765,1655,0,0,2
739214,471,660,816,1206,1826,1708,0,0,2
739216,509,807,938,1385,2093,1887,0,2,8
739217,-304,-77,151,593,966,893,0,4,2
739219,468,639,807,1155,1817,1723,0,0,2
739222,478,670,803,1132,1740,1633,0,0,2
739224,562,727,871,1243,1875,1769,0,0,8
739224,491,661,823,1194,1832,1734,0,0,2
739227,213,484,727,1149,1817,1707,0,4,2
739229,471,652,827,1202,1840,1769,0,4,2
739232,525,704,877,1268,1922,1778,0,0,8
739232,470,656,834,1162,1768,1660,0,0,2
739234,478,666,848,1209,1864,1749,0,0,2
739237,490,690,853,1185,1769,1691,0,0,2
739239,487,688,851,1202,1864,1779,0,4,2
739240,468,691,903,1283,1955,1844,0,0,8
739242,478,673,860,1225,1810,1724,0,0,2
739244,473,650,848,1194,1874,1754,0,4,2
739247,491,680,856,1168,1764,1664,0,4,2
739248,516,692,875,1265,1947,1818,0,0,8
739249,483,668,854,1206,1880,1770,0,0,2
739252,464,657,822,1153,1758,1658,0,0,2
