Windrichting;afvoer;Zeewaterstand;BEHSVK;Zmax HOIJK;Sluitwaterstand
360;8000;5.086;11;2.850195;2
360;10000;5.086;11;3.290195;2
360;13000;5.086;11;3.998935;2
360;16000;5.086;11;4.320611;2
360;18000;5.086;11;4.383546;2
360;20000;5.086;11;4.438676;2
360;600;6.073;11;1.95674;2
360;3000;6.073;11;2.139;2
360;6000;6.073;11;2.359065;2
360;8000;6.073;11;3.046195;2
360;10000;6.073;11;3.546324;2
360;13000;6.073;11;4.21413;2
360;16000;6.073;11;4.878;2
360;18000;6.073;11;5.033741;2
360;20000;6.073;11;5.080611;2
