,connected,bipartite,chordal,cubic,eulerian,planar,regular,subcubic,tree,K_4_free,triangle_free,claw_free,cograph,nontrivial,order,size,maximum_degree,minimum_degree,diameter,radius,clique_number,chromatic_number,independence_number,vertex_cover_number,matching_number,triameter,slater,annihilation_number,residue,harmonic_index,domination_number,total_domination_number,independent_domination_number,min_maximal_matching_number,spectral_radius,largest_laplacian_eigenvalue,second_largest_adjacency_eigenvalue,zero_forcing_number
133,True,True,True,False,False,True,False,True,True,True,True,True,False,True,12,11,2,1,11,6,2,2,6,6,6,22,4,6,5,5.833333333333333,4,6,4,4,1.9418836348521027,3.9318516525781355,1.7709120513064176,1
134,True,False,False,False,True,False,True,False,False,True,False,True,False,True,7,14,4,4,2,2,3,4,2,5,3,5,2,3,2,3.5,2,2,2,3,3.9999999999999996,6.2469796037174685,0.8019377358048383,4
135,True,False,True,False,False,True,False,False,False,False,False,True,False,True,7,15,6,3,2,1,4,4,3,4,3,6,1,4,2,3.326984126984127,1,2,1,2,4.504664353588051,7.0,0.9999999999999993,3
136,True,False,False,True,False,False,True,True,False,True,True,True,False,True,12,18,3,3,3,3,2,3,5,7,6,9,3,6,3,6.0,3,4,3,5,3.000000000000002,5.732050807568869,1.9999999999999993,4
137,True,True,True,False,False,True,False,True,True,True,True,True,False,True,14,13,3,1,8,4,2,2,7,7,7,18,4,9,6,5.966666666666667,7,7,7,4,2.285332209100995,5.04891733952231,1.9318516525781357,4
138,True,False,True,False,False,True,False,True,False,True,False,True,False,True,5,6,3,1,3,2,3,3,2,3,2,6,2,3,2,2.3,2,2,2,2,2.641186476193291,4.481194304092016,0.7237421226209241,2
139,True,True,False,False,True,True,False,False,False,True,True,True,True,True,8,12,6,2,2,2,2,2,6,2,2,6,2,6,5,3.0,2,2,2,2,3.4641016151377557,8.0,0.0,6
140,True,True,True,False,False,True,False,True,True,True,True,True,False,True,11,10,3,1,6,3,2,2,6,5,5,16,3,7,5,5.066666666666666,5,6,5,4,2.135779205069855,4.618033988749904,1.732050807568876,3
141,True,True,True,False,False,True,False,True,True,True,True,True,False,True,6,5,3,1,3,2,2,2,4,2,2,8,2,4,4,2.3333333333333335,2,2,3,1,2.000000000000001,4.5615528128088325,1.0,2
142,True,False,False,False,False,True,False,True,False,True,False,True,True,True,5,7,3,2,2,2,3,3,2,3,2,5,2,2,2,2.466666666666667,2,2,2,2,2.8557725066359874,4.999999999999998,0.3216371742632958,3
143,True,False,False,False,False,True,False,True,False,True,False,True,False,True,5,6,3,2,2,2,3,3,2,3,2,5,2,3,2,2.4333333333333336,2,2,2,2,2.481194304092015,4.618033988749894,0.6888921825340183,2
144,True,False,False,False,False,True,True,False,False,True,False,True,False,True,12,30,5,5,3,3,3,4,3,9,6,6,2,6,2,6.0,2,4,2,5,5.0,7.236067977499792,2.236067977499792,6
145,True,True,True,False,False,True,False,True,True,True,True,True,False,True,8,7,2,1,7,4,2,2,4,4,4,14,3,4,3,3.833333333333333,3,4,3,3,1.8793852415718173,3.8477590650225695,1.5320888862379565,1
146,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,5,3,3,3,5,7,6,12,3,6,3,6.0,4,4,4,4,2.999999999999999,5.390059870386164,2.8192125787842808,5
147,True,True,False,True,False,False,True,True,False,True,True,True,True,True,6,9,3,3,2,2,2,2,3,3,3,6,2,3,2,3.0,2,2,3,3,3.0000000000000013,6.0,6.422104672891281e-25,4
148,True,False,True,False,False,True,False,False,False,False,False,True,False,True,7,15,6,3,2,1,4,4,2,5,3,5,1,4,2,3.3683982683982685,1,2,1,3,4.475122250238853,7.0,1.2469796037174676,3
149,True,False,False,True,False,False,True,True,False,True,False,True,False,True,10,15,3,3,3,2,3,3,4,6,5,7,3,5,3,5.0,3,4,3,3,3.0000000000000018,5.000000000000002,2.000000000000001,4
150,True,False,False,True,False,True,True,True,False,True,False,True,False,True,10,15,3,3,3,3,3,3,4,6,5,8,3,5,3,5.0,3,4,3,3,3.0,5.456192797092518,2.146649477579025,3
151,True,False,False,False,False,True,False,False,False,False,False,True,False,True,7,15,5,3,2,2,4,4,2,5,3,5,2,4,2,3.433333333333333,2,2,2,3,4.372281323269014,6.618033988749897,0.9999999999999999,4
152,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,6,3,3,3,5,7,6,13,3,6,3,6.0,3,5,3,4,3.0000000000000027,5.3573971195666035,2.832257796745043,5
153,True,False,False,True,False,True,True,True,False,True,False,True,False,True,6,9,3,3,2,2,3,3,2,4,3,5,2,3,2,3.0,2,2,2,2,3.0,5.000000000000003,1.0000000000000004,3
154,True,True,True,False,False,True,False,True,True,True,True,True,False,True,7,6,2,1,6,3,2,2,4,3,3,12,3,4,3,3.333333333333333,3,4,3,2,1.847759065022574,3.801937735804838,1.414213562373095,1
155,True,False,True,False,False,True,False,False,False,False,False,True,False,True,11,27,8,3,2,2,4,4,6,5,5,6,2,7,5,4.747294372294372,2,2,2,3,5.60555127546399,9.316624790355398,1.732050807568878,5
156,True,False,True,False,False,True,False,False,False,True,False,True,True,True,5,6,4,1,2,1,3,3,3,2,2,6,1,3,3,2.1523809523809523,1,2,1,1,2.685543932670795,5.000000000000002,0.3349039853734269,2
157,True,False,True,False,False,True,False,False,False,False,False,True,True,True,5,7,4,1,2,1,4,4,2,3,2,5,1,3,2,2.257142857142857,1,2,1,2,3.0861301976514954,5.000000000000001,0.42800673168379694,3
158,True,True,False,False,False,True,False,True,False,True,True,True,False,True,6,6,3,1,4,2,2,2,3,3,3,8,2,3,3,2.8666666666666667,2,3,2,2,2.1753277471610772,4.561552812808827,1.1260325006104936,2
159,True,False,True,False,False,True,False,False,False,False,False,True,True,True,5,8,4,2,2,1,4,4,2,3,2,5,1,3,2,2.392857142857143,1,2,1,2,3.3234042760864777,5.000000000000003,0.35792636751849966,3
160,True,False,True,False,False,True,False,False,False,False,False,True,False,True,6,9,4,1,3,2,4,4,2,4,3,7,2,3,2,2.7976190476190474,2,2,2,2,3.3538557854308264,5.236067977499785,0.9999999999999998,3
161,True,True,False,False,False,True,False,True,False,True,True,True,False,True,16,19,3,2,7,4,2,2,8,8,8,14,4,9,5,7.866666666666667,5,8,5,6,2.532088886237957,5.317659884388384,1.9999999999999993,3
162,True,True,True,False,False,True,False,True,True,True,True,True,False,True,9,8,2,1,8,4,2,2,5,4,4,16,3,5,4,4.333333333333333,3,5,3,3,1.9021130325903093,3.8793852415718164,1.6180339887498947,1
163,True,True,True,False,False,True,False,True,True,True,True,True,True,True,3,2,2,1,2,1,2,2,2,1,1,4,1,2,2,1.3333333333333333,1,2,1,1,1.4142135623730956,2.9999999999999982,-2.7862148121549263e-17,1
164,True,False,False,False,False,True,False,False,False,False,False,True,False,True,14,35,8,3,3,2,4,4,8,6,6,7,2,9,4,5.9340909090909095,2,3,2,3,5.778846127226881,9.999999999999982,2.302775637731991,6
165,True,False,False,False,False,True,False,True,False,True,True,True,False,True,15,17,3,2,8,4,2,3,6,9,7,17,4,8,5,7.366666666666667,6,7,6,5,2.3913823806309034,4.866198262509026,2.1379668657778184,4
166,True,False,False,True,False,False,True,True,False,True,False,True,False,True,10,15,3,3,3,2,3,3,4,6,5,8,3,5,3,5.0,3,4,3,4,2.9999999999999973,5.596154676008635,1.8793852415718169,4
167,True,False,False,False,False,True,False,False,False,True,False,True,False,True,7,15,5,4,2,2,3,4,2,5,3,5,2,3,2,3.4722222222222223,2,2,2,3,4.3166247903554,7.0,0.6180339887498946,4
168,True,False,False,True,False,False,True,True,False,True,True,True,False,True,14,21,3,3,3,3,2,3,5,9,7,9,4,7,4,7.0,5,6,5,5,2.999999999999993,5.331915057749957,1.7108292288242717,6
169,True,False,True,False,False,True,False,False,False,False,False,True,False,True,7,15,6,3,2,1,4,4,3,4,3,6,1,4,3,3.312121212121212,1,2,1,2,4.51140466422676,7.0,0.6180339887498947,4
170,True,False,False,True,False,False,True,True,False,True,False,True,False,True,10,15,3,3,3,3,3,3,4,6,5,8,3,5,3,5.0,3,4,3,4,2.999999999999996,5.666950403940632,2.0776512699475482,4
171,True,False,False,False,True,False,True,False,False,False,False,True,False,True,8,16,4,4,2,2,4,4,2,6,4,5,2,4,2,4.0,2,2,2,3,4.000000000000001,6.000000000000001,2.0000000000000013,4
172,True,True,True,False,False,True,False,True,True,True,True,True,False,True,4,3,2,1,3,2,2,2,2,2,2,6,2,2,2,1.8333333333333333,2,2,2,1,1.618033988749894,3.4142135623730954,0.6180339887498946,1
173,True,False,False,False,True,True,False,False,False,True,False,True,False,True,14,36,6,4,3,3,3,3,6,8,7,7,2,8,3,6.8,2,4,2,4,5.274917217635382,8.999999999999998,2.561552812808833,6
174,True,True,True,False,False,True,False,True,True,True,True,True,False,True,10,9,2,1,9,5,2,2,5,5,5,18,4,5,4,4.833333333333333,4,6,4,3,1.918985947228996,3.9021130325903117,1.6825070656623613,1
175,True,False,True,False,False,True,False,False,False,True,False,True,False,True,6,9,4,2,3,2,3,3,2,4,3,6,2,3,2,2.8595238095238096,2,2,2,2,3.1819433360523925,5.342923082777168,1.2469796037174667,2
176,True,False,False,False,False,True,False,False,False,True,False,True,True,True,5,8,4,3,2,1,3,3,2,3,2,4,1,2,2,2.4761904761904763,1,2,1,2,3.236067977499787,5.000000000000001,3.53155182668128e-17,3
177,True,True,False,False,True,True,False,False,False,True,True,True,False,True,10,12,4,2,6,3,2,2,6,4,4,12,2,6,4,4.666666666666666,4,4,4,4,2.6131259297527527,5.709275359436921,1.999999999999999,4
178,True,True,True,False,False,True,False,True,True,True,True,True,True,True,4,3,3,1,2,1,2,2,3,1,1,6,1,3,3,1.5,1,2,1,1,1.7320508075688774,3.9999999999999987,0.0,2
179,True,True,False,False,False,True,False,True,False,True,True,True,False,True,16,18,3,2,7,5,2,2,8,8,8,16,4,9,5,7.800000000000001,5,8,5,5,2.314437180570839,4.772809809000556,2.11761620286663,4
180,True,False,False,False,False,True,False,False,False,True,True,True,False,True,19,22,4,2,9,5,2,3,9,10,9,24,5,11,6,9.2,7,9,7,7,2.4844164778654503,5.322419810325748,2.269534162845209,6
181,True,False,False,True,False,False,True,True,False,True,True,True,False,True,10,15,3,3,2,2,2,3,4,6,5,6,3,5,3,5.0,3,4,3,3,2.999999999999999,5.000000000000006,1.0,5
182,True,True,False,False,False,True,False,True,False,True,True,True,True,True,5,6,3,2,2,2,2,2,3,2,2,6,2,3,2,2.4000000000000004,2,2,2,2,2.4494897427831774,4.999999999999998,0.0,3
183,True,False,False,True,False,False,True,True,False,True,True,True,False,True,12,18,3,3,3,3,2,3,5,7,6,8,3,6,3,6.0,4,5,4,4,3.000000000000003,5.6751308705666474,1.7320508075688787,5
184,True,False,False,False,False,True,False,False,False,True,False,True,False,True,6,10,5,3,2,1,3,4,2,4,3,5,1,3,2,2.9166666666666665,1,2,1,2,3.449489742783178,6.0,0.618033988749895,3
185,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,5,3,3,3,5,7,6,12,3,6,3,6.0,4,4,4,4,3.0000000000000013,5.732050807568882,2.8192125787842803,6
186,True,False,False,True,False,True,True,True,False,True,True,True,False,True,10,15,3,3,3,3,2,3,4,6,5,7,3,5,3,5.0,3,4,4,4,3.0000000000000004,5.618033988749895,1.6180339887498956,4
187,True,False,False,False,False,True,False,False,False,True,False,True,False,True,9,21,5,4,2,2,3,4,3,6,4,6,2,4,2,4.466666666666667,2,3,2,3,4.701562118716426,7.000000000000009,1.4142135623730983,5
188,True,False,False,False,False,True,False,False,False,True,False,True,False,True,7,15,5,4,2,2,3,4,2,5,3,5,2,3,2,3.4722222222222223,2,2,2,3,4.316624790355398,7.0,0.6180339887498953,4
189,True,False,False,True,False,False,True,True,False,True,True,True,False,True,10,15,3,3,2,2,2,3,4,6,5,6,3,5,3,5.0,3,4,3,3,2.999999999999999,5.000000000000006,1.0000000000000009,5
190,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,10,3,6,3,6.0,3,4,3,5,3.000000000000002,5.83424318431393,2.5757734726519375,5
191,True,False,True,False,False,True,False,False,False,True,False,True,False,True,7,11,6,2,2,1,3,3,3,4,3,6,1,4,3,3.1888888888888887,1,2,1,2,3.4635659090164626,7.0,1.2469796037174683,2
192,True,False,False,True,False,False,True,True,False,True,True,True,False,True,12,18,3,3,3,3,2,3,5,7,6,8,3,6,3,6.0,4,5,4,4,3.000000000000001,5.723480053271664,1.9653141218733992,4
193,True,True,True,False,False,True,False,True,True,True,True,True,False,True,5,4,3,1,3,2,2,2,3,2,2,8,2,3,3,2.0666666666666664,2,2,2,1,1.8477590650225748,4.170086486626033,0.7653668647301796,2
194,True,False,True,False,False,True,False,True,False,True,False,True,False,True,5,5,3,1,3,2,3,3,2,3,2,7,2,3,2,2.3666666666666667,2,2,2,2,2.2143197433775352,4.170086486626033,0.9999999999999994,2
195,True,False,True,False,False,True,False,False,False,False,False,True,True,True,5,9,4,3,2,1,4,4,2,3,2,4,1,2,2,2.4642857142857144,1,2,1,2,3.6457513110645903,5.0,-1.2564847947518877e-16,3
196,True,False,True,False,False,True,False,True,False,True,False,True,False,True,5,5,3,1,3,2,3,3,3,2,2,7,2,3,3,2.1333333333333333,2,2,2,1,2.302775637731994,4.302775637731994,0.6180339887498955,2
197,True,False,False,True,False,True,True,True,False,True,True,True,False,True,12,18,3,3,3,3,2,3,5,7,6,8,3,6,3,6.0,4,4,4,4,3.000000000000001,5.561552812808829,2.0000000000000004,4
198,True,True,True,False,False,True,False,True,True,True,True,True,False,True,6,5,2,1,5,3,2,2,3,3,3,10,2,3,3,2.833333333333333,2,4,2,2,1.801937735804837,3.7320508075688745,1.2469796037174663,1
199,True,True,True,False,False,True,False,False,True,True,True,True,False,True,16,15,5,1,6,3,2,2,10,6,6,18,5,10,7,7.261904761904762,6,10,6,5,2.488489984622655,6.249140538129551,1.4142135623730965,4
200,True,True,False,True,False,False,True,True,False,True,True,True,False,True,10,15,3,3,3,3,2,2,5,5,5,8,3,5,3,5.0,3,4,3,4,3.0000000000000004,6.000000000000003,1.6180339887498951,4
201,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,5,3,3,3,5,7,6,10,3,6,3,6.0,4,4,4,4,3.0,5.588737553078038,2.5887375530780243,4
202,True,False,False,True,False,True,True,True,False,True,False,True,False,True,10,15,3,3,3,3,3,3,4,6,5,8,3,5,3,5.0,3,4,3,4,3.0000000000000036,5.6180339887498905,2.1149075414767546,3
203,True,False,False,True,False,True,True,True,False,True,False,True,False,True,10,15,3,3,3,3,3,3,4,6,5,7,3,5,3,5.0,3,4,3,4,3.000000000000001,5.7092753594369325,1.9032119259115519,4
204,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,6,3,3,3,5,7,6,13,3,6,3,6.0,3,4,3,4,3.0000000000000036,5.62403990411356,2.820846181535608,5
205,True,False,False,True,False,False,True,True,False,True,True,True,False,True,10,15,3,3,3,3,2,3,4,6,5,7,3,5,3,5.0,3,4,3,4,3.000000000000005,5.618033988749908,1.6180339887498947,4
206,True,True,True,False,False,True,False,True,True,True,True,True,False,True,5,4,2,1,4,2,2,2,3,2,2,8,2,3,2,2.333333333333333,2,3,2,2,1.7320508075688765,3.618033988749893,1.0,1
207,True,False,False,True,False,False,True,True,False,True,True,True,False,True,12,18,3,3,3,3,2,3,5,7,6,8,3,6,3,6.0,3,4,4,4,2.999999999999995,5.561552812808833,2.000000000000002,4
208,True,False,True,False,False,True,False,False,False,True,False,True,True,True,5,5,4,1,2,1,3,3,3,2,2,6,1,3,3,1.9666666666666668,1,2,1,1,2.342923082777169,5.000000000000002,0.4706834198711606,2
209,True,False,True,False,True,False,True,False,False,False,False,True,True,True,5,10,4,4,1,1,5,5,1,4,2,3,1,2,1,2.5,1,2,1,2,4.0,5.000000000000001,-1.0,4
210,True,True,True,False,False,True,False,False,True,True,True,True,True,True,5,4,4,1,2,1,2,2,4,1,1,6,1,4,4,1.6,1,2,1,1,2.0000000000000004,5.0,0.0,3
211,True,False,False,False,False,True,False,False,False,True,False,True,False,True,12,16,4,2,6,3,3,3,5,7,6,13,3,7,4,5.804761904761905,4,5,4,4,2.795156779622271,5.538978345660525,2.5177626648560567,4
212,True,True,True,False,False,True,False,True,True,True,True,True,False,True,12,11,3,1,7,4,2,2,6,6,6,16,3,8,5,5.133333333333333,6,6,6,3,2.246979603717467,4.98311085495755,1.8019377358048405,3
213,True,True,True,False,False,True,False,False,True,True,True,True,False,True,7,6,4,1,3,2,2,2,5,2,2,8,2,5,5,2.4857142857142858,2,2,3,1,2.175327747161074,5.2618022452599735,1.126032500610494,3
214,True,False,False,True,False,False,True,True,False,True,True,True,False,True,12,18,3,3,3,3,2,3,5,7,6,8,3,6,3,6.0,4,4,4,4,2.9999999999999973,5.56155281280883,1.8136065026483317,5
215,True,False,False,False,False,True,False,True,False,True,True,True,False,True,10,11,3,2,4,3,2,3,5,5,5,10,3,5,4,4.9,4,4,4,4,2.2561897492053378,4.481194304092019,1.6180339887498933,3
216,True,False,False,True,False,False,True,True,False,True,True,True,False,True,12,18,3,3,3,3,2,3,5,7,6,9,3,6,3,6.0,3,4,3,5,3.000000000000002,5.732050807568881,2.000000000000002,4
217,True,False,False,False,False,True,False,False,False,True,False,True,False,True,7,15,5,4,2,2,3,4,2,5,3,5,2,3,2,3.4722222222222223,2,2,2,3,4.316624790355398,7.0,0.6180339887498953,4
218,True,False,False,True,False,True,True,True,False,True,False,True,False,True,10,15,3,3,3,2,3,3,4,6,5,7,3,5,3,5.0,3,4,3,3,3.0000000000000027,5.000000000000003,1.8793852415718189,4
219,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,10,3,6,3,6.0,3,4,3,4,3.0000000000000004,5.388489747541708,2.5757734726519383,4
220,True,True,False,True,False,False,True,True,False,True,True,True,False,True,12,18,3,3,4,4,2,2,6,6,6,10,3,6,3,6.0,4,4,4,5,3.0000000000000044,6.0,2.5615528128088316,6
221,True,False,False,True,False,False,True,True,False,True,False,True,False,True,10,15,3,3,3,3,3,3,4,6,5,8,3,5,3,5.0,3,4,3,4,2.9999999999999987,5.472833908995254,1.9354323319700306,4
222,True,False,False,False,False,True,False,False,False,False,False,True,False,True,7,15,5,3,2,2,4,4,2,5,3,5,2,4,2,3.433333333333333,2,2,2,3,4.372281323269014,6.618033988749897,0.9999999999999999,4
223,True,True,False,True,False,False,True,True,False,True,True,True,False,True,12,18,3,3,3,3,2,2,6,6,6,8,3,6,3,6.0,4,6,4,4,3.0000000000000013,5.999999999999999,1.7320508075688787,5
224,True,False,False,True,False,False,True,True,False,True,True,True,False,True,12,18,3,3,3,3,2,3,5,7,6,9,3,6,3,6.0,3,5,3,4,2.9999999999999973,5.670839404427163,1.816380532808731,5
225,True,True,True,False,False,True,False,True,True,True,True,True,False,True,10,9,3,1,6,3,2,2,5,5,5,14,3,7,4,4.3,5,5,5,3,2.1889010593167333,4.876029932393806,1.6180339887498956,3
226,True,True,False,False,False,True,False,True,False,True,True,True,False,True,10,11,3,2,7,4,2,2,5,5,5,14,3,5,4,4.9,4,4,4,4,2.256189749205341,4.655442381549833,2.0896306731050944,3
227,True,False,False,False,False,True,False,False,False,True,False,True,False,True,13,19,5,2,4,4,3,3,6,7,6,10,3,8,4,6.109523809523809,3,5,3,4,3.2782494161536704,6.494716357850392,2.5141369293352915,4
228,True,True,False,True,False,False,True,True,False,True,True,True,False,True,14,21,3,3,3,3,2,2,7,7,7,8,4,7,4,7.0,4,6,4,5,2.9999999999999987,6.0,1.4142135623730956,6
229,True,True,True,False,False,True,False,True,True,True,True,True,False,True,5,4,2,1,4,2,2,2,3,2,2,8,2,3,2,2.333333333333333,2,3,2,2,1.7320508075688765,3.618033988749893,1.0,1
230,True,True,True,False,False,True,False,True,True,True,True,True,False,True,5,4,3,1,3,2,2,2,3,2,2,8,2,3,3,2.0666666666666664,2,2,2,1,1.847759065022575,4.170086486626036,0.7653668647301796,2
231,True,False,False,True,False,False,True,True,False,True,True,True,False,True,12,18,3,3,3,3,2,3,5,7,6,9,3,6,3,6.0,3,5,3,4,2.9999999999999964,5.302775637731997,1.5320888862379578,5
232,True,False,False,True,False,False,True,True,False,True,True,True,False,True,12,18,3,3,3,3,2,3,5,7,6,8,3,6,3,6.0,4,5,4,4,3.000000000000002,5.4142135623730985,1.7320508075688799,5
233,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,4,4,3,3,4,8,6,9,3,6,3,6.0,4,4,4,4,2.999999999999998,5.000000000000002,2.5615528128088285,4
234,True,False,False,True,False,False,True,True,False,True,True,True,False,True,10,15,3,3,3,2,2,3,4,6,5,7,3,5,3,5.0,3,4,3,3,2.999999999999997,5.561552812808825,1.5615528128088305,4
235,True,False,False,True,False,True,True,True,False,True,False,True,False,True,10,15,3,3,5,3,3,3,4,6,5,11,3,5,3,5.0,3,4,3,3,3.0000000000000027,5.48928857181008,2.7784571182583893,5
236,True,True,False,True,False,False,True,True,False,True,True,True,False,True,10,15,3,3,3,3,2,2,5,5,5,8,3,5,3,5.0,3,4,3,3,3.0000000000000013,5.999999999999993,1.999999999999998,5
237,True,False,False,True,False,False,True,True,False,True,True,True,False,True,8,12,3,3,2,2,2,3,3,5,4,6,2,4,2,4.0,3,3,3,3,2.999999999999996,5.414213562373093,1.0,4
238,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,4,4,3,3,5,7,6,10,3,6,3,6.0,4,4,4,4,2.9999999999999987,5.842235679324304,2.561552812808831,5
239,True,True,True,False,False,True,False,True,True,True,True,True,False,True,6,5,3,1,4,2,2,2,3,3,3,10,2,4,3,2.6333333333333333,3,3,3,2,1.931851652578139,4.302775637731997,1.000000000000001,2
240,True,True,True,False,False,True,False,True,True,True,True,True,False,True,10,9,3,1,4,2,2,2,7,3,3,12,3,7,4,4.0,3,4,3,3,2.2360679774997907,5.0,1.4142135623730954,4
241,True,False,False,True,False,False,True,True,False,True,True,True,False,True,12,18,3,3,3,3,2,3,5,7,6,8,3,6,3,6.0,4,4,4,4,2.999999999999998,5.561552812808828,1.5615528128088325,5
242,True,True,False,False,False,True,False,True,False,True,True,True,False,True,5,5,3,1,3,2,2,2,3,2,2,6,2,3,2,2.3,2,2,2,2,2.1357792050698565,4.481194304092015,0.6621534468619562,2
243,True,True,True,False,False,True,False,False,True,True,True,True,False,True,7,6,4,1,4,2,2,2,5,2,2,10,2,5,4,2.7,2,3,2,2,2.10100298961546,5.096507214418274,1.2592801267497657,3
244,True,True,True,False,False,True,False,True,True,True,True,True,False,True,9,8,3,1,6,3,2,2,5,4,4,16,3,5,4,4.2,4,5,4,3,2.0420789618979054,4.444234390187252,1.5202328168625936,2
245,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,4,1,6,3,2,2,6,3,3,14,3,6,4,3.8,3,5,3,3,2.1753277471610737,5.1819433360523846,1.4142135623730945,3
246,True,True,True,False,False,True,False,True,True,True,True,True,False,True,9,8,3,1,6,3,2,2,5,4,4,14,3,6,4,3.9333333333333336,4,4,4,2,2.0743132930519432,4.523095590631671,1.618033988749896,3
247,True,True,False,False,False,True,False,False,False,True,True,True,False,True,12,16,6,1,3,2,2,2,9,3,3,8,2,9,8,3.9761904761904763,2,2,6,2,3.591514929046843,8.531128874149289,1.7609714689436742,8
248,True,True,True,False,False,True,False,False,True,True,True,True,False,True,14,13,6,1,5,3,2,2,11,3,3,12,2,11,10,3.8571428571428568,2,4,2,2,2.575773472651937,7.069517991915755,2.388489747541711,9
249,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,3,3,3,3,4,8,6,9,3,6,3,6.0,3,4,3,4,3.0000000000000018,5.000000000000009,2.0,4
250,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,3,3,3,3,5,7,6,8,3,6,3,6.0,4,5,4,4,3.000000000000001,5.80027238277161,2.2724426956972508,5
251,True,True,True,False,False,True,False,False,True,True,True,True,True,True,10,9,9,1,2,1,2,2,9,1,1,6,1,9,9,1.8,1,2,1,1,3.000000000000001,9.999999999999998,0.0,8
252,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,4,4,3,3,5,7,6,9,3,6,3,6.0,3,5,3,4,3.0,5.414213562373095,2.514136929335294,4
253,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,9,3,6,3,6.0,3,4,3,4,3.000000000000004,5.348514037160322,2.522578856255718,4
254,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,3,3,3,3,5,7,6,8,3,6,3,6.0,4,5,4,4,3.0000000000000036,5.395324435583066,2.064651960317427,4
255,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,3,3,3,3,5,7,6,8,3,6,3,6.0,4,5,4,4,2.999999999999998,5.389373301097707,2.082094525628716,4
256,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,4,3,3,3,5,7,6,10,3,6,3,6.0,4,4,4,4,3.0,5.623861247817217,2.5087840464701205,5
257,True,False,False,True,False,True,True,True,False,True,False,True,False,True,12,18,3,3,5,3,3,3,5,7,6,11,3,6,3,6.0,3,6,3,4,2.999999999999998,5.645751311064593,2.645751311064593,5
258,True,True,True,False,False,True,False,False,True,True,True,True,True,True,11,10,10,1,2,1,2,2,10,1,1,6,1,10,10,1.8181818181818183,1,2,1,1,3.1622776601683795,10.999999999999998,1.0602664804651728e-16,9
259,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,3,3,3,3,5,7,6,8,3,6,3,6.0,4,5,4,4,2.9999999999999947,5.58532023389838,2.081358005630862,4
260,True,False,False,True,False,False,True,True,False,True,False,True,False,True,12,18,3,3,3,3,3,3,5,7,6,9,3,6,3,6.0,3,5,3,4,3.0,5.302775637731996,1.9999999999999991,5
261,True,False,False,True,False,True,True,True,False,True,True,True,False,True,14,21,3,3,4,4,2,3,6,8,7,9,4,7,4,7.0,4,5,4,5,2.9999999999999973,5.801937735804844,2.246979603717468,4
262,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,4,1,5,3,2,2,6,3,3,12,2,6,5,3.5,3,4,3,2,2.1678625759663204,5.129579749040969,1.6615886138703055,4
263,True,True,True,False,False,True,False,False,True,True,True,True,False,True,9,8,4,1,5,3,2,2,6,3,3,12,2,6,5,3.585714285714286,3,4,4,2,2.236067977499789,5.329817087069301,1.4142135623730947,3
264,True,True,True,False,False,True,False,True,True,True,True,True,False,True,9,8,3,1,6,3,2,2,5,4,4,14,3,6,4,3.9,3,4,4,2,2.083968109827301,4.6437108646379865,1.571840774337897,2
265,True,True,True,False,False,True,False,False,True,True,True,True,False,True,7,6,4,1,3,2,2,2,5,2,2,8,2,5,5,2.4857142857142858,2,2,3,1,2.175327747161072,5.261802245259974,1.1260325006104943,3
266,True,True,True,False,False,True,False,False,True,True,True,True,False,True,7,6,4,1,4,2,2,2,4,3,3,10,2,5,4,2.8,3,3,3,2,2.135779205069858,5.16424793846022,1.0000000000000013,3
267,True,True,True,False,False,True,False,True,True,True,True,True,False,True,9,8,3,1,6,3,2,2,5,4,4,14,3,6,4,3.8666666666666667,3,4,3,2,2.035648404256705,4.406487460300188,1.6906927440421693,3
268,True,True,True,False,False,True,False,True,True,True,True,True,False,True,9,8,3,1,5,3,2,2,5,4,4,14,3,6,4,3.966666666666667,3,5,3,3,2.1191657828874604,4.704887569148861,1.414213562373095,2
269,True,True,True,False,False,True,False,True,True,True,True,True,True,True,4,3,3,1,2,1,2,2,3,1,1,6,1,3,3,1.5,1,2,1,1,1.7320508075688776,4.0,0.0,2
