ID,RA_ICRS,DE_ICRS,Name,GaiaDR2,Distcat,VBURMG,SpTop,SpTnir,SpTph,plxlit,RP-W3,G-RP,Jmag,Hmag,Kmag,W1mag,W2mag,W3mag,gmagPS,rmagPS,imagPS,zmagPS,ymagPS,Gmag,FG,BPmag,FBP,RPmag,FRP,GaiaGest,plx,pmRA,pmDE,SimbadName,_RA.icrs,_DE.icrs
J0116-6455 ,19.21838574,-64.93327155,DENIS J0116529-645557    ,4.70594E+18,0.14,-    ,L1      ,-         ,-     ,       ,5.662,1.695,14.447,13.666,13.2,12.864,12.578,11.945,      ,      ,      ,      ,      ,19.302,358.5,21.188,46.3,17.607,728,19.397,27.03,-177.39,-179.08,Gaia DR2 4705936189520133760,19.22018841,-64.9325005
J1732+2656 ,263.0010433,26.93917572,2MASS 17320014+2656228   ,4.59492E+18,0.08,-    ,-       ,L1        ,-     ,       ,6.297,1.695,15.931,15.018,14.461,14.184,13.954,12.817,      ,      ,20.292,18.848,17.908,20.809,89.5,21.843,25.3,19.114,181.7,20.717,16.22,88.51,-106.39,Gaia DR2 4594917675831940864,263.0006159,26.93963378
J0607+4550 ,91.92579498,45.84283958,WISEA J060742.13+455037.0,9.63293E+17,0.15,-    ,-       ,L2.5      ,-     ,       ,6.507,1.695,14.942,14.034,13.329,12.86,12.541,11.767,      ,21.403,      ,18.116,17.133,19.969,194,20.968,56.7,18.274,393.9,19.834,39.37,101.22,-563.35,Gaia DR2  963292964707774080,91.92516936,45.84526512
J1721+3344 ,260.2555309,33.74058192,2MASSI J1721039+334415   ,1.33416E+18,0.95,-    ,L3      ,L5 p(blue),-     ,       ,5.744,1.696,13.625,12.952,12.489,11.948,11.618,11.123,      ,      ,18.316,16.565,15.575,18.563,708.2,21.494,34.9,16.867,1439.1,19.005,61.32,-1855.6,591.64,Gaia DR2 1334160263982413696,260.2651383,33.73803421
J0802+3321 ,120.7325698,33.36167961,2MASS 08025572+3321438   ,9.05303E+17,0.12,-    ,L2      ,-         ,-     ,       ,6.8,1.696,15.847,14.802,14.199,13.822,13.565,12.16,      ,21.645,20.108,18.742,17.746,20.656,103,20.895,60.6,18.96,209.3,20.51,23.21,61.12,-113.38,Gaia DR2  905302964817217408,120.7322547,33.36216777
J1019-0148 ,154.9134036,-1.80286162,ULAS J101939.24-014810.2 ,3.83037E+18,0.11,-    ,-       ,-         ,L0    ,       ,6.114,1.696,15.606,14.888,14.363,14.041,13.756,12.354,21.944,21.844,19.626,18.198,17.33,20.164,162.1,20.988,55.6,18.468,329.4,20.15,10.07,-70.28,-8.24,ULAS J101939.24-014810.2    ,154.9137064,-1.802826142
J2101-2944 ,315.4683371,-29.73479731,2MASS 21015233-2944050   ,6.78846E+18,0.01,-    ,-       ,L1        ,-     ,       ,6.133,1.696,15.604,14.845,14.554,14.113,13.761,12.527,21.566,      ,19.822,18.378,17.439,20.356,135.8,20.673,74.3,18.66,275.8,20.313,19.09,47.6,-9.74,Gaia DR2 6788456636103140864,315.4681011,-29.73475537
J1657+1054 ,254.3935534,10.90612527,2MASS 16573454+1054233   ,4.4475E+18,0.05,-    ,L2      ,L1.5      ,-     ,       ,6.196,1.696,14.15,13.335,12.801,12.364,12.039,11.219,      ,20.979,18.644,17.155,16.179,19.111,427.4,21.832,25.6,17.415,868.3,19.063,41.91,-96.18,-91.18,Gaia DR2 4447496977846072960,254.3939751,10.90651785
J0344+0111 ,56.03672192,1.189545121,2MASS 03440892+0111251   ,3.26994E+18,0.12,-    ,L1      ,L3:       ,L1    ,       ,6.251,1.696,14.737,13.913,13.516,13.098,12.781,11.571,      ,21.408,19.111,17.55,16.58,19.518,293.7,21.318,41,17.822,597.3,19.744,33.32,-97.24,-175.55,Gaia DR2 3269943938874146688,56.03714068,1.190300961
J1416+1348A,214.1006924,13.80782688,SDSSJ141624.08+134826.7  ,1.22713E+18,0.13,VB   ,L6      ,L6:: p    ,-     ,107.5,6.368,1.698,13.148,12.456,12.114,11.363,11.026,10.267,      ,20.419,18.347,16.303,15.214,18.333,875.7,22.231,17.7,16.635,1781.5,18.681,107.56,85.69,129.07,Gaia DR2 1227133699053734528,214.1003125,13.80727116
J1525+2004 ,231.3740271,20.06877894,2MASS 15252973+2004080   ,1.21086E+18,0.02,-    ,L1      ,-         ,-     ,       ,5.369,1.698,15.507,14.606,14.016,13.744,13.496,13.148,23.187,21.968,19.763,18.283,17.312,20.215,154.6,21.056,52.3,18.517,314.8,20.303,16.37,26.22,-30.93,Gaia DR2 1210858070810123392,231.3739069,20.06891212
J1214+1041 ,183.5643031,10.69544851,ULAS J121415.48+104144.5 ,3.90648E+18,0.08,-    ,-       ,-         ,L0    ,       ,5.567,1.698,14.925,14.169,13.797,13.439,13.166,12.343,      ,21.496,19.181,17.665,16.725,19.608,270.6,20.86,62.6,17.91,550.3,19.698,21.37,-101.1,-129.56,Gaia DR2 3906481044446830336,183.5647461,10.69600634
J0234-6442 ,38.50478377,-64.70198146,2MASS 02340093-6442068   ,4.69709E+18,0.03,MG   ,L0 gamma,-         ,-     ,       ,5.99,1.698,15.325,14.442,13.852,13.271,12.93,12.572,      ,      ,      ,      ,      ,20.26,148.4,20.22,112.9,18.562,302.1,19.847,20.81,87.86,-7.01,Gaia DR2 4697085327076101760,38.50389853,-64.70195128
J0330-0025 ,52.64809421,-0.427879514,SDSSp J033035.13-002534.5,3.26413E+18,0.2,-    ,L4      ,L6.5      ,L3.5  ,       ,6.443,1.698,15.311,14.42,13.837,13.302,13.031,12.351,      ,21.798,20.138,18.392,17.529,20.492,119.8,21.74,27.8,18.794,244,20.695,35.44,384.12,-349.54,Gaia DR2 3264130653394056320,52.64644031,-0.42637455
J0144-0716 ,26.14918619,-7.2714907,2MASS 01443536-0716142   ,2.46718E+18,0.34,-    ,L5      ,L5        ,-     ,       ,7.053,1.698,14.191,13.008,12.268,11.626,11.371,10.883,      ,21.646,19.469,17.626,16.529,19.634,264.2,23.074,8.1,17.936,537.4,19.4,79.03,384.02,-196.93,Gaia DR2 2467182154313027712,26.14751937,-7.270642804
J1653+6231 ,253.3741025,62.52676753,2MASS 16532970+6231364   ,1.6308E+18,0.09,-    ,L3      ,-         ,-     ,       ,5.638,1.699,15.089,14.442,14.069,13.419,13.147,12.683,20.364,21.719,19.496,18.064,17.102,20.02,185.1,21.459,36.1,18.321,377,20.031,26.62,43.84,-6.19,Gaia DR2 1630800834638974976,253.3736933,62.52679418
J0817+1824 ,124.4895713,18.4014711,2MASS 08175749+1824048   ,6.57216E+17,0.02,-    ,L1      ,L2        ,-     ,       ,5.836,1.699,15.093,14.29,13.816,13.44,13.188,12.357,21.69,21.777,19.441,17.947,16.962,19.892,208.2,20.432,92.9,18.193,424.3,19.945,22.35,4.79,28.26,Gaia DR2  657215659413023744,124.4895496,18.40134942
J1628+6259 ,247.1602102,62.99593003,2MASS 16283833+6259455   ,1.62873E+18,0.18,-    ,L0      ,-         ,-     ,       ,6.014,1.699,15.77,15.16,14.662,14.344,13.994,12.902,      ,21.964,20.118,18.635,17.659,20.615,107,21.981,22.3,18.916,218,20.542,16.48,48.69,-25.23,Gaia DR2 1628727293147782272,247.1597485,62.99603865
J1630+0938 ,247.6721636,9.6454341,2MASS 16304139+0938446   ,4.44656E+18,0.05,-    ,L0::    ,L0.5:     ,-     ,       ,6.477,1.699,14.871,13.937,13.304,12.88,12.512,11.782,      ,21.865,19.507,18.005,16.97,19.958,195.9,21.602,31.6,18.259,399.3,19.634,26.52,-71.68,-72.75,Gaia DR2 4446555181711083904,247.6724767,9.645747329
J2322-6151 ,350.7215915,-61.8579914,2MASS 23225299-6151275   ,6.48725E+18,0.04,"VB,MG",L2Int-G ,-         ,-     ,       ,6.588,1.699,15.545,14.535,13.86,13.219,12.814,12.395,      ,      ,      ,      ,      ,20.682,100.6,21.498,34.8,18.983,205,20.19,23.24,80.09,-81.97,Gaia DR2 6487248865942846336,350.7208604,-61.85763847
J1722+6329 ,260.6850489,63.49608859,2MASS 17224432+6329470   ,1.4404E+18,0.21,-    ,L0      ,L0.5      ,-     ,       ,5.607,1.699,15.367,14.551,14.076,13.594,13.249,12.831,22.079,22.078,19.663,18.156,17.201,20.137,166.1,21.373,39,18.438,338.4,20.042,16.69,38.89,-56.4,Gaia DR2 1440404522089977216,260.6846737,63.49633142
J0502+1442 ,75.5563777,14.71011757,2MASSI J0502134+144236   ,3.39255E+18,0.07,-    ,L0      ,M9        ,-     ,       ,6.012,1.699,14.271,13.392,12.955,12.652,12.409,11.22,22.426,20.801,18.425,16.961,16.025,18.931,504.4,21.12,49.3,17.232,1028.3,18.88,21.6,72.93,-25.27,Gaia DR2 3392546632197477248,75.55605306,14.71022637
J1354+5044 ,208.6632704,50.74758191,2MASS 13543964+5044510   ,1.51237E+18,0.1,-    ,L1      ,-         ,-     ,       ,5.261,1.7,14.353,13.576,13.157,12.746,12.487,12.152,      ,21.123,18.683,17.165,16.159,19.113,426.9,21.278,42.6,17.413,869.7,19.27,37.13,-271.11,23.68,Gaia DR2 1512371548152280960,208.6651152,50.74747994
J0759+2427 ,119.7934657,24.45265738,2MASS 07591043+2427136   ,6.81385E+17,0.11,-    ,L0      ,-         ,L0.5  ,       ,6.518,1.7,15.736,14.98,14.479,14.229,14.005,12.31,24.82,22.56,19.981,18.17,      ,20.528,115.9,21.056,52.3,18.828,236.4,20.538,14.85,-11.34,-229.67,Gaia DR2  681385467610420608,119.7935194,24.45364624
J1109-1606 ,167.3620557,-16.11562605,2MASS 11092745-1606515   ,3.5595E+18,0.23,-    ,L0      ,-         ,-     ,       ,5.305,1.701,14.97,14.348,13.892,13.642,13.34,12.65,      ,21.4,19.298,17.627,16.687,19.656,258.8,21.343,40.1,17.955,528.1,19.807,24.04,-463.45,-268.93,Gaia DR2 3559504797109475328,167.3641327,-16.11446814
J1418+1455 ,214.6583545,14.92261977,2MASS 14183814+1455229   ,1.22885E+18,0.15,-    ,L0      ,-         ,-     ,       ,5.7,1.701,15.217,14.546,14.205,13.807,13.53,12.578,      ,21.755,19.438,18.015,17.097,19.979,192.1,21.119,49.3,18.278,392.2,20.048,15.41,-126.12,-87.18,Gaia DR2 1228854945852804480,214.6589165,14.92299513
J1037+4618 ,159.3766853,46.30712565,2MASS 10373041+4618267   ,8.3067E+17,0.1,-    ,L0      ,-         ,-     ,       ,6.268,1.701,16.075,15.624,14.756,14.511,14.245,12.754,22.826,20.774,20.182,18.718,17.707,20.723,96.8,21.698,28.9,19.022,197.6,20.5,14.78,-9.14,-70.06,Gaia DR2  830670314547632256,159.3767423,46.3074273
J1310+0554 ,197.5117297,5.901156593,2MASS 13100288+0554042   ,3.72916E+18,0.1,-    ,L0      ,-         ,-     ,       ,6.455,1.701,16.079,15.396,14.782,14.626,14.4,12.532,22.548,20.583,20.081,18.617,17.769,20.688,100.1,21.025,53.8,18.987,204.2,20.487,10.25,-76.37,-0.12,Gaia DR2 3729155588690513408,197.5120603,5.90115711
J1127+4705 ,171.7771858,47.09656048,2MASS 11270661+4705481   ,7.85733E+17,0.02,-    ,L1      ,-         ,-     ,       ,5.591,1.702,15.197,14.499,13.906,13.615,13.33,12.695,21.665,21.982,19.509,18.013,17.062,19.988,190.7,21.113,49.6,18.286,389.4,19.982,23.63,-54.4,-37.03,Gaia DR2  785733068161334656,171.7775298,47.09671991
J1320+0409 ,200.1823454,4.152157248,2MASS 13204427+0409045   ,3.71594E+18,0.25,-    ,L3::    ,L2.5      ,L3.5  ,32.3,6.492,1.702,15.246,14.302,13.621,13.179,12.933,12.095,      ,22.06,19.705,18.39,17.365,20.289,144.5,22.003,21.8,18.587,295,20.172,32.27,-505.62,204.71,Gaia DR2 3715937882671184128,200.1845281,4.151275855
J1203+0015 ,180.9869765,0.262702292,SDSSJ120358.19+001550.2  ,3.69898E+18,0.56,-    ,L5      ,L5        ,L4    ,       ,6.296,1.703,14.006,13.056,12.476,11.9,11.645,11.16,      ,      ,18.886,17.212,16.225,19.159,409,20.445,91.8,17.456,836.6,19.29,67.24,-1217.63,-282.62,Gaia DR2 3698979462002285824,180.9922191,0.263919127
J0843+1024 ,130.8890872,10.41060512,2MASS 08433323+1024470   ,5.98391E+17,0.28,-    ,L1      ,L2.5:     ,L1.5  ,       ,5.994,1.703,14.866,14.085,13.671,13.17,12.932,12.089,      ,21.484,19.39,17.922,16.831,19.786,229.6,21.562,32.8,18.083,469.4,19.904,32.5,140.26,-579.11,Gaia DR2  598390790892369920,130.8884732,10.41309851
J0323-4631 ,50.79224557,-46.52324901,2MUCD 20157              ,4.84622E+18,0.03,MG   ,L0 gamma,-         ,-     ,       ,7.084,1.704,15.389,14.321,13.702,13.091,12.683,11.807,      ,      ,      ,      ,      ,20.595,109,21.003,54.9,18.891,223,19.686,23.61,85.17,-8.32,Gaia DR2 4846216555917018624,50.79171261,-46.52321319
J1707-0558 ,256.8480052,-5.973594751,2MASS 17072343-0558249   ,4.36419E+18,0.3,"UR,MG",-       ,L3        ,-     ,       ,5.837,1.706,12.052,11.26,10.711,10.236,9.955,9.399,21.036,18.839,16.507,15.009,14.028,16.942,3151,20.42,93.9,15.236,6461.3,17.267,85.01,87.37,17.86,Gaia DR2 4364185165038935040,256.847627,-5.973671648
J2333+0050 ,353.4939996,0.836830111,ULAS J233358.47+005012.1 ,2.64617E+18,0.05,-    ,-       ,-         ,L0p   ,       ,7.078,1.706,15.013,14.398,13.841,13.459,12.948,10.888,      ,21.92,19.149,17.677,16.75,19.672,255,21.116,49.4,17.966,522.6,19.662,19.7,146.86,44.52,Gaia DR2 2646165497510937728,353.4933672,0.836638428
J1059-2113 ,164.9646736,-21.2197579,2MASSI J1059513-211308   ,3.54989E+18,0.52,-    ,L1      ,L3:       ,-     ,       ,5.786,1.707,14.556,13.754,13.21,12.957,12.628,12.017,      ,21.536,19.078,17.567,16.546,19.51,296.1,21.682,29.4,17.803,607.7,19.685,31.44,84.99,-164.15,Gaia DR2 3549886711771965184,164.9642811,-21.21905114
J0014-4844 ,3.738064194,-48.73681662,2MASS 00145575-4844171   ,4.97714E+18,0.47,-    ,L2.5 p  ,L2.5:     ,-     ,       ,5.936,1.707,14.05,13.107,12.723,12.267,11.987,11.425,      ,      ,      ,      ,      ,19.068,444.6,21.418,37.4,17.361,912.3,19.11,50.11,870.73,281.47,Gaia DR2 4977142934516994176,3.732379645,-48.73802837
J0823-4912 ,125.7620668,-49.2003008,DENIS-P J0823031-491201  ,5.51493E+18,0,-    ,L1.5    ,L2.7      ,-     ,48.33,6.102,1.708,13.547,12.636,12.062,11.47,11.142,10.748,      ,      ,      ,      ,      ,18.558,711.6,21.153,47.8,16.85,1461.6,18.381,48.39,-157.9,11.8,Gaia DR2 5514929155583865216,125.7631073,-49.2003516
J1552-0035 ,238.2175851,-0.584383374,2MASS 15525231-0035019   ,4.4102E+18,0.02,-    ,L0      ,M9.5:     ,-     ,       ,6.433,1.708,15.992,15.403,15.013,14.712,14.333,12.361,24.36,23.22,19.95,18.442,17.601,20.502,118.7,21.607,31.5,18.794,244,20.756,13.22,-92.03,-118.75,Gaia DR2 4410197699434924416,238.2179814,-0.583872089
J0001+1535 ,0.301328494,15.59245451,2MASS 00011217+1535355   ,2.77218E+18,0.18,-    ,-       ,L4        ,L5.5p ,       ,7.418,1.708,15.522,14.505,13.71,12.965,12.539,11.672,      ,      ,20.369,18.85,17.814,20.798,90.4,21.451,36.3,19.09,185.7,20.478,31.63,143.49,-174.72,Gaia DR2 2772182900286956160,0.300687082,15.59320678
J2230+0111 ,337.6768808,1.197316283,ULAS J223042.39+011150.3 ,2.7024E+18,0.02,-    ,-       ,-         ,L0    ,       ,6.051,1.709,15.654,14.956,14.417,14.142,13.883,12.506,21.899,21.833,19.743,18.274,17.393,20.266,147.6,21.197,45.9,18.557,303.5,20.214,17.04,73.08,2.26,Gaia DR2 2702395071911575168,337.6765661,1.197306552
J1658+5103 ,254.6766336,51.05928336,WISE J165842.56+510335.0 ,1.41266E+18,0.21,-    ,-       ,L6 p      ,-     ,       ,6.063,1.709,15.062,14.175,13.655,13.19,12.809,12.498,      ,21.976,19.822,18.27,17.197,20.27,147,21.276,42.7,18.561,302.1,20.497,31.66,-287.53,-284.4,Gaia DR2 1412657697622625536,254.6786033,51.06050784
J0029+0303 ,7.351044288,3.055584177,ULAS J002924.20+030320.5 ,2.54783E+18,0.06,-    ,-       ,-         ,L0    ,       ,6.392,1.709,15.598,14.984,14.384,14.186,13.93,12.235,      ,22.026,19.839,18.348,17.424,20.336,138.4,20.679,74,18.627,284.5,20.342,13.67,115.23,-68.61,Gaia DR2 2547833630018528768,7.350547452,3.055879581
J0032-4405 ,8.233464391,-44.08535139,EROS-MP J0032-4405       ,4.98038E+18,0.06,MG   ,L0 gamma,L0 gamma  ,-     ,38.4,6.273,1.71,14.776,13.857,13.269,12.839,12.524,11.798,      ,      ,      ,      ,      ,19.781,230.6,21,55,18.071,474.5,19.311,28.57,127.98,-97.43,Gaia DR2 4980384088633481216,8.232697277,-44.0849319
J0401-4050 ,60.37395853,-40.84616798,2MASS 04012977-4050448   ,4.84247E+18,0.07,-    ,L0:     ,L0        ,-     ,       ,5.411,1.71,14.533,13.72,13.176,12.836,12.519,12.167,      ,      ,      ,      ,      ,19.288,363.1,21.615,31.2,17.578,747.6,19.259,22.01,-22.48,-86.25,Gaia DR2 4842465198336036608,60.37408648,-40.84579662
J1534+1219 ,233.7227042,12.33022611,2MASS 15345325+1219495   ,1.19347E+18,0.17,-    ,-       ,L4:       ,-     ,       ,6.59,1.71,15.332,14.303,13.827,12.967,12.642,12.326,      ,22.011,20.455,18.531,17.505,20.626,105.9,21.372,39.1,18.916,217.9,20.43,49.89,174.55,-38.16,Gaia DR2 1193465794018333824,233.7219349,12.33039041
J1428+5923 ,217.1287475,59.39260225,2MASS 14283132+5923354   ,1.612E+18,0.11,-    ,L4      ,L4.5      ,-     ,       ,6.565,1.711,14.781,13.875,13.265,12.655,12.413,11.729,      ,21.695,19.635,18.045,16.987,20.005,187.7,21.036,53.2,18.294,386.5,19.991,45.41,-203.03,-132.86,Gaia DR2 1611997094153823104,217.1304644,59.39317428
J0117-3403 ,19.44845082,-34.05743041,2MASSI J0117474-340325   ,5.01454E+18,0.05,MG   ,L2:     ,L1 beta   ,-     ,26.11,6.905,1.711,15.178,14.209,13.489,13.047,12.644,11.73,      ,      ,19.867,      ,      ,20.346,137.1,21.612,31.3,18.635,282.4,19.828,25.56,108.19,-59.99,Gaia DR2 5014541310703856256,19.44788857,-34.05717211
J2211+6856 ,332.9413933,68.94177897,2MASS 22114470+6856262   ,2.22024E+18,0.44,-    ,-       ,L2        ,-     ,       ,6.052,1.712,15.712,14.813,14.185,13.784,13.505,12.826,      ,      ,20.095,18.658,17.73,20.59,109.5,20.824,64.7,18.878,225.8,20.594,23.73,439.89,279.3,Gaia DR2 2220238405429461120,332.9361225,68.94057634
J1209+3233 ,182.2766768,32.55826505,2MASS 12090655+3233264   ,4.02694E+18,0.09,-    ,L0      ,-         ,-     ,       ,6.141,1.712,15.301,14.611,14.17,13.93,13.568,12.216,      ,21.739,19.668,18.038,17.079,20.069,176.9,21.603,31.6,18.357,364.7,20.051,22.7,-99.26,198.27,Gaia DR2 4026938869755899392,182.2771838,32.55741138
J1406+5249 ,211.5058184,52.82515551,2MASS 14060148+5249309   ,1.51289E+18,0.02,-    ,L0      ,L0        ,-     ,       ,6.437,1.712,15.559,14.967,14.562,14.048,13.708,12.279,20.604,19.113,19.931,18.462,17.488,20.428,127.1,20.806,65.8,18.716,261.9,19.804,16.88,-62.71,-15.25,Gaia DR2 1512892849808507520,211.5062652,52.82522117
J1739+2454 ,264.8551939,24.90918923,2MASS 17392515+2454421   ,4.5817E+18,0.23,-    ,-       ,L4        ,-     ,       ,6.838,1.712,15.802,14.647,13.946,13.268,13.001,12.147,      ,      ,20.333,18.639,17.624,20.697,99.2,21.56,32.9,18.985,204.5,20.617,41.7,80.38,-600.04,Gaia DR2 4581695915363428736,264.8548123,24.91177274
J1546+2536 ,236.6168414,25.60995881,2MASS 15462849+2536338   ,1.22289E+18,0.18,-    ,L1      ,-         ,-     ,       ,6.081,1.713,15.76,15.069,14.711,14.295,13.976,12.708,      ,      ,20.088,18.458,17.484,20.502,118.8,21.323,40.9,18.789,245,20.612,18.22,-399.06,131.09,Gaia DR2 1222891473958463744,236.6187467,25.60939438
J1404+4634 ,211.1857251,46.57554692,2MASS 14044495+4634297   ,1.50627E+18,0.1,-    ,L0:     ,M9.5      ,-     ,       ,5.517,1.713,14.338,13.533,13.057,12.445,12.198,11.927,22.007,21.094,18.622,17.181,16.214,19.157,409.9,21.367,39.3,17.444,845.9,19.024,25.1,-244.61,134.49,Gaia DR2 1506265719566527488,211.1872573,46.57496785
J1126+5816 ,171.6964375,58.27477078,2MASS 11264705+5816325   ,8.58219E+17,0.12,-    ,L3      ,L1.5      ,-     ,       ,6.607,1.713,15.837,15.112,14.543,14.228,13.948,12.212,      ,21.664,20.102,18.543,17.555,20.532,115.4,21.383,38.7,18.819,238.3,20.557,18.41,70.09,-222.93,Gaia DR2  858218720114699904,171.6958636,58.27573062
J2013-2806 ,303.4649202,-28.10090459,2MUCD20856               ,6.84597E+18,0.04,-    ,M9 p    ,L0Int-G   ,-     ,20.95,5.595,1.714,14.242,13.461,12.944,12.55,12.174,11.78,20.927,21.36,18.684,17.101,16.122,19.089,436.1,20.785,67.1,17.375,901.3,18.939,20.76,42.28,-68.58,Gaia DR2 6845967936118138752,303.4647138,-28.10060932
J1126-5003 ,171.6551889,-50.06329473,2MASS 11263991-5003550   ,5.37292E+18,0.81,-    ,L4.5    ,L6.5 p    ,-     ,60.81,5.806,1.714,13.997,13.284,12.829,12.218,11.942,11.584,      ,      ,      ,      ,      ,19.104,430.3,21.136,48.6,17.39,888.5,19.778,61.63,-1589.17,450.99,Gaia DR2 5372923621096443008,171.665848,-50.065236
J1351+4157 ,207.9474366,41.96302849,PMI 13518+4157 B         ,1.50196E+18,0.05,VB   ,-       ,L1.5      ,-     ,       ,6.035,1.714,15.081,14.352,13.851,13.464,13.16,12.41,      ,21.764,19.67,18.206,17.169,20.159,162.8,21.472,35.6,18.445,336.3,20.089,21.34,-66.94,-72.14,Gaia DR2 1501955217372683520,207.9478242,41.96333909
J0026-0943 ,6.546806682,-9.728676501,2MASS 00261147-0943406   ,2.42664E+18,0.13,-    ,L1      ,-         ,-     ,       ,6.902,1.714,15.601,14.999,14.379,14.04,13.815,11.898,      ,21.488,20.054,18.536,17.562,20.514,117.4,21.158,47.6,18.8,242.5,20.362,17.05,-215.22,-155.43,Gaia DR2 2426636872764826112,6.547746842,-9.728007287
J0632-5010 ,98.09947168,-50.17637844,2MUCD 20248              ,5.5508E+18,0.04,MG   ,L3      ,-         ,-     ,       ,6.837,1.714,15.024,14.031,13.337,12.61,12.169,11.729,      ,      ,      ,      ,      ,20.28,145.6,20.23,111.8,18.566,300.9,19.763,32.67,-93.13,0.22,Gaia DR2 5550802234268442496,98.10009779,-50.17637939
J1302+5126 ,195.6457642,51.43302543,2MASS 13023465+5126012   ,1.55754E+18,0.13,-    ,L0      ,-         ,-     ,       ,6.054,1.715,15.543,15.024,14.367,14.145,13.918,12.719,24.14,21.795,20.037,18.481,17.5,20.488,120.3,21.601,31.6,18.773,248.7,20.435,17.18,192.5,-145.61,Gaia DR2 1557544674141786624,195.6444348,51.43365235
J0004-4044 ,1.149080364,-40.74157949,GJ 1001 B                ,4.99614E+18,0.75,VB   ,L5      ,L4.5      ,-     ,77.02,6.835,1.715,13.109,12.055,11.396,10.736,10.463,9.803,      ,      ,      ,      ,      ,18.353,859.2,21.35,39.9,16.638,1776.2,18.137,82.09,671.09,-1498.16,Gaia DR2 4996141155411984128,1.145267134,-40.73512901
J1453+1420 ,223.3583217,14.34540305,2MASS 14532582+1420410   ,1.18533E+18,0.23,-    ,L1      ,L1        ,-     ,       ,5.835,1.716,15.074,14.404,13.893,13.499,13.159,12.535,      ,21.72,19.663,18.09,17.092,20.086,174.2,21.866,24.8,18.37,360.3,20.027,27.91,150.99,166.36,Gaia DR2 1185329545411155200,223.3576507,14.34468678
J0932+6725 ,143.156152,67.42025305,2MASS 09323750+6725153   ,1.06844E+18,0.07,-    ,L0      ,M9.5      ,-     ,       ,6.819,1.716,15.914,15.365,14.986,14.598,14.273,12.2,      ,      ,20.188,18.726,17.784,20.735,95.8,20.378,97.6,19.019,198.3,20.619,15.79,-2.74,-158.3,Gaia DR2 1068438849354968704,143.1561827,67.42093462
J1341+5510 ,205.4526802,55.17991026,2MASS 13414890+5510458   ,1.56227E+18,0.06,-    ,L1      ,-         ,-     ,       ,5.795,1.717,15.209,14.393,14.042,13.598,13.321,12.629,24.147,21.835,19.677,18.166,17.133,20.141,165.5,21.455,36.2,18.424,342.8,20.21,25.86,-139.33,113.16,Gaia DR2 1562271818226778624,205.4537308,55.17942304
J1407-3033 ,211.9841442,-30.56644539,2MASS 14075592-3033593   ,6.17284E+18,0.22,-    ,L1      ,-         ,-     ,       ,6.224,1.717,15.705,14.966,14.563,14.158,13.861,12.623,      ,      ,      ,      ,      ,20.564,112.2,20.947,57.8,18.847,232.4,20.603,15.16,241.19,3.86,Gaia DR2 6172844959088963328,211.9829381,-30.566462
J0022-0110 ,5.539335964,-1.177589084,2MASS 00220932-0110399   ,2.54205E+18,0.06,-    ,L0      ,M9        ,-     ,       ,6.328,1.717,15.816,15.087,14.699,14.373,14.077,12.272,24.13,21.933,19.769,18.309,17.429,20.317,140.7,21.624,31,18.6,291.7,20.376,12.87,116.32,48.47,Gaia DR2 2542048347725825024,5.538835036,-1.177797774
