ID,RA_ICRS,DE_ICRS,Name,GaiaDR2,Distcat,VBURMG,SpTop,SpTnir,SpTph,plxlit,RP-W3,G-RP,Jmag,Hmag,Kmag,W1mag,W2mag,W3mag,gmagPS,rmagPS,imagPS,zmagPS,ymagPS,Gmag,FG,BPmag,FBP,RPmag,FRP,GaiaGest,plx,pmRA,pmDE,SimbadName,_RA.icrs,_DE.icrs
J1053+0452 ,163.3342068,4.872574754,ULAS J105320.24+045222.2 ,3.81605E+18,0.1,-    ,-       ,-         ,L0    ,       ,5.781,1.676,14.83,14.059,13.673,13.28,12.942,12.089,      ,21.665,19.019,17.529,16.63,19.546,286.3,22.244,17.5,17.87,571,19.581,20.06,-84.77,-177.31,Gaia DR2 3816051852353680768,163.3345731,4.873338172
J1308+0818 ,197.1283869,8.314751866,2MASS 13083106+0818522   ,3.7309E+18,0.1,-    ,L0      ,-         ,L1.5  ,       ,6.088,1.676,15.127,14.353,13.845,13.505,13.28,12.304,      ,21.522,19.542,18.145,17.193,20.068,177.1,21.299,41.8,18.392,353,19.901,21.18,-249.15,70.02,Gaia DR2 3730898765591180672,197.129471,8.31445039
J0453-1751 ,73.36053393,-17.86517762,2MASSI J0453264-175154   ,2.97957E+18,0.03,-    ,L3:     ,L3        ,-     ,       ,6.474,1.676,15.142,14.06,13.466,12.952,12.608,12.028,23.756,22.144,19.691,18.223,17.193,20.178,160.1,21.792,26.5,18.502,319.2,20.156,33.22,44.63,-20.77,Gaia DR2 2979566285233332608,73.36033204,-17.86508819
J1917+7755 ,289.2915126,77.93368374,2MASS 19170993+7755597   ,2.29306E+18,0.02,-    ,L0:     ,-         ,-     ,       ,5.747,1.677,14.633,13.84,13.253,12.946,12.665,12.099,      ,21.306,19.042,17.586,16.582,19.523,292.5,21.016,54.2,17.846,584.2,19.417,19.37,7.19,100.21,Gaia DR2 2293059228035814656,289.2913645,77.93325228
J1422+0827 ,215.7375428,8.462550205,2MASS 14225717+0827539   ,1.17581E+18,0.33,-    ,L2      ,L2        ,L2    ,       ,6.287,1.678,15.103,14.216,13.653,13.234,12.974,11.986,      ,      ,19.449,18.062,17.112,19.951,197.2,20.203,114.7,18.273,394.1,19.981,30.79,-168.12,-574.64,Gaia DR2 1175807499836742144,215.7382746,8.465024349
J0030+3139 ,7.682336772,31.65863821,2MASSW J0030438+313932   ,2.85962E+18,0.05,-    ,L2      ,L3        ,-     ,       ,6.619,1.678,15.48,14.617,14.027,13.485,13.133,12.182,      ,21.863,19.98,18.524,17.537,20.479,121.3,21.348,39.9,18.801,242.4,20.424,20.17,-66.86,-63.77,Gaia DR2 2859617950419161600,7.682674969,31.65891277
J1153+5032 ,178.4157873,50.53604941,2MASS 11533966+5032092   ,7.91086E+17,0.06,-    ,L1:     ,L0.5      ,-     ,       ,5.419,1.679,14.189,13.305,12.851,12.499,12.262,11.799,23.76,20.886,18.428,16.989,16.004,18.897,520.8,20.952,57.5,17.218,1041,19.141,25.28,72.97,24.94,Gaia DR2  791085971801717632,178.415293,50.53594203
J0750+4454 ,117.7274875,44.90393401,2MASS 07505479+4454205   ,9.26369E+17,0.18,-    ,L0      ,-         ,-     ,       ,5.925,1.679,15.132,14.456,14.247,13.792,13.439,11.895,23.74,21.596,19.011,17.495,16.644,19.499,299.1,20.333,101.7,17.82,598.1,19.863,19.57,-120.58,-376.86,Gaia DR2  926368649827338752,117.7282205,44.9055566
J1628+2428 ,247.1433037,24.47948687,2MASS 16283435+2428476   ,1.30229E+18,0.06,-    ,L1      ,-         ,-     ,       ,6.434,1.679,15.902,14.995,14.483,14.091,13.853,12.537,      ,22.291,20.149,18.73,17.739,20.65,103.6,21.17,47.1,18.971,207.2,20.602,18.67,36.74,-95.13,Gaia DR2 1302285829913797632,247.1431299,24.47989646
J0223-5815 ,35.97858577,-58.25191303,2MASS 02235464-5815067   ,4.73829E+18,0.04,MG   ,L0 gamma,-         ,-     ,27.4,7.039,1.679,15.07,14.003,13.417,12.837,12.461,11.506,      ,      ,      ,      ,      ,20.224,153.4,21.244,43.9,18.545,306.7,19.383,24.42,104.21,-17.38,Gaia DR2 4738287468036620160,35.97773306,-58.25183819
J2213-2136 ,333.4373959,-21.60260394,2MASS 22134491-2136079   ,6.81945E+18,0.03,-    ,L0Int-G ,L0Int-G   ,-     ,20.85,7.286,1.679,15.376,14.404,13.756,13.247,12.873,11.598,      ,22.086,20.074,18.61,17.572,20.563,112.3,21.861,24.9,18.884,224.4,19.992,21.14,53.59,-72.86,Gaia DR2 6819452113702184192,333.4371477,-21.60229023
J1249+4157 ,192.2847248,41.95761866,2MASS 12490872+4157286   ,1.52819E+18,0.13,-    ,L0      ,-         ,-     ,       ,5.508,1.679,15.441,14.694,14.292,13.916,13.579,12.887,24.01,21.785,19.61,18.11,17.197,20.074,176.1,20.782,67.3,18.395,352.3,20.231,19.04,-292.43,-83.13,Gaia DR2 1528191733769486720,192.2864179,41.95797657
J0207+1355 ,31.89945553,13.93151376,2MASS 02073557+1355564   ,7.72165E+16,0.12,-    ,L3      ,L3::      ,L2.5  ,       ,5.918,1.679,15.462,14.474,13.808,13.494,13.259,12.706,      ,22.055,19.791,18.393,17.499,20.303,142.6,21.521,34,18.624,285.3,20.422,26.86,258.36,-177.45,Gaia DR2   77216472530687744,31.89830943,13.93227777
J1207-3900 ,181.9511196,-39.00135112,2MASS 12074836-3900043   ,3.45949E+18,0.17,MG   ,L0      ,L1Int-G   ,-     ,       ,6.036,1.679,15.494,14.608,14.04,13.64,13.204,12.899,      ,      ,      ,      ,      ,20.614,107.1,22.327,16.2,18.935,214.1,20.25,14.92,-61.49,-23.9,Gaia DR2 3459492631038236416,181.9514603,-39.00124822
J1431+3513 ,217.886489,35.21687606,2MASS 14313280+3513003   ,1.48011E+18,0.02,-    ,L1      ,-         ,-     ,       ,6.432,1.679,15.591,14.765,14.159,13.853,13.624,12.434,22.929,20.669,20.044,18.594,17.605,20.545,114.1,21.606,31.5,18.866,228.2,20.257,13.39,-39.95,14.29,Gaia DR2 1480107543372500608,217.8866996,35.21681453
J0834+0305 ,128.6104932,3.099531238,ULAS J083426.58+030558.0 ,3.08019E+18,0.05,-    ,-       ,-         ,L0.5  ,       ,6.293,1.68,15.81,14.937,14.555,14.081,13.878,12.527,      ,      ,20.042,18.52,17.536,20.5,119,21.513,34.3,18.82,238,20.507,14.24,-112.49,34.6,Gaia DR2 3080185239992126848,128.6109782,3.099382266
J0925+3216 ,141.2944731,32.27173581,ULAS J092510.70+321618.7 ,7.01159E+17,0.11,-    ,-       ,-         ,L0    ,       ,6.494,1.68,15.101,14.39,13.961,13.584,13.276,11.601,20.961,21.742,19.243,17.785,16.845,19.775,231.9,21.371,39.1,18.095,464.1,19.663,18.6,-62.78,-50.91,Gaia DR2  701159320947942528,141.2947928,32.27195501
J1733+3144 ,263.384806,31.74964328,WISE J173332.50+314458.3 ,4.60084E+18,0.19,-    ,-       ,L2 p(red) ,-     ,       ,6.816,1.68,15.866,14.89,14.301,13.57,13.244,12.374,      ,      ,20.342,18.929,17.979,20.87,84.6,21.297,41.9,19.19,169.4,20.635,31.23,-334.26,88.2,Gaia DR2 4600837382010781696,263.3864984,31.74926352
J1228+1101 ,187.0513878,11.02024243,ULAS J122812.39+110113.4 ,3.90744E+18,0.05,-    ,-       ,-         ,L1    ,       ,6.377,1.68,15.442,14.695,14.287,13.822,13.519,12.206,21.677,21.705,19.729,18.276,17.312,20.263,147.9,21.127,48.9,18.583,296.1,20.146,18.92,-96.52,-66.88,Gaia DR2 3907443052696049024,187.0518111,11.02053038
J0046+0715 ,11.70215783,7.254673179,2MASS 00464841+0715177   ,2.55672E+18,0.11,-    ,L0::    ,M9        ,L2.5p ,       ,5.916,1.681,13.885,13.178,12.546,12.091,11.644,11.286,21.904,21.043,18.506,16.897,15.885,18.883,527.5,21.634,30.7,17.202,1056.9,18.596,26.62,96.8,-60.2,Gaia DR2 2556724418479276416,11.70173769,7.254932373
J2324+1041 ,351.1980182,10.69837057,ULAS J232447.53+104154.4 ,2.76272E+18,0.03,-    ,-       ,-         ,L0    ,       ,6.196,1.681,15.592,14.948,14.485,14.143,13.899,12.395,21.221,22.008,19.748,18.262,17.376,20.272,146.7,21.746,27.7,18.591,294.1,20.172,13.64,-52.04,-42.55,Gaia DR2 2762718987095128576,351.1982462,10.69855377
J0747+3947 ,116.9849116,39.79218296,2MASS 07475631+3947329   ,9.20399E+17,0.04,-    ,L0      ,M8.5      ,-     ,       ,5.467,1.681,15.076,14.163,13.724,13.418,13.207,12.552,21.899,21.594,19.208,17.764,16.827,19.7,248.6,21.021,54,18.019,497.8,19.558,20.32,36.13,-56.71,Gaia DR2  920399190747526784,116.9847092,39.79242713
J0826+1939 ,126.6779133,19.6559719,2MASS 08264262+1939224   ,6.63722E+17,0.06,-    ,L0      ,M9        ,-     ,       ,5.702,1.681,14.777,14.009,13.581,13.268,12.96,11.96,23.912,21.376,18.844,17.386,16.466,19.343,345.3,20.215,113.4,17.662,691.7,19.504,23.73,59.23,-49.98,Gaia DR2  663721985110927488,126.6776425,19.65618709
J2335+0817 ,353.8602236,8.289216681,2MASS 23352640+0817214   ,2.75823E+18,0.02,-    ,L0      ,M9.5      ,L1    ,       ,6.059,1.681,14.723,13.946,13.38,13.081,12.754,11.796,24.888,21.556,19.056,17.576,16.622,19.536,289.1,21.595,31.8,17.855,579,19.57,18.68,43.84,-20.95,Gaia DR2 2758226520023056384,353.8600328,8.289306882
J0616-4557 ,94.02187286,-45.95168207,2MASS 06160532-4557080   ,5.56705E+18,0.04,-    ,L2      ,-         ,-     ,       ,6.158,1.682,15.157,14.259,13.598,13.119,12.811,12.307,      ,      ,      ,      ,      ,20.147,164.7,21.421,37.3,18.465,330.1,19.989,33.97,-49.27,131.28,Gaia DR2 5567054149998654848,94.02217798,-45.9522473
J1515+3255 ,228.9259566,32.92844908,2MASS 15154232+3255435   ,1.27824E+18,0.28,-    ,L0      ,-         ,-     ,       ,6.256,1.682,16.215,15.569,14.963,14.797,14.429,12.885,24.25,22.69,20.245,18.834,17.894,20.823,88.4,21.333,40.5,19.141,177.2,20.903,11.05,-53.56,-64.79,Gaia DR2 1278241984516019712,228.9262313,32.92872803
J0835-0819 ,128.9248872,-8.321860297,2MASSI J0835425-081923   ,5.75369E+18,0.32,-    ,L5      ,L4        ,-     ,137.49,7.309,1.682,13.169,11.938,11.136,10.407,10.048,9.472,      ,20.627,18.227,16.509,15.475,18.463,776.8,21.445,36.5,16.781,1557.5,18.14,138.61,-535.66,302.74,Gaia DR2 5753687109122994048,128.9272181,-8.323163754
J0021-4244 ,5.276170247,-42.74542387,Koenigstuhl 1 B          ,4.99214E+18,0.09,VB   ,M9.5    ,-         ,-     ,39.77,5.492,1.683,13.521,12.809,12.304,11.912,11.607,11.18,      ,      ,      ,      ,      ,18.355,858,20.697,72.7,16.672,1721.2,18.245,38.52,258.64,-1.88,Gaia DR2 4992141475707360640,5.274653874,-42.74541577
J1622+4548 ,245.5337702,45.80366981,2MASS 16220803+4548132   ,1.38589E+18,0.07,-    ,L0      ,-         ,-     ,       ,5.826,1.683,15.861,15.081,14.437,14.013,13.669,13.238,23.024,22.125,20.278,18.761,17.795,20.747,94.8,21.617,31.2,19.064,190.2,20.502,13.13,42.26,4.24,Gaia DR2 1385889155036651136,245.5335092,45.80365155
J1404+0235 ,211.1737726,2.596140444,2MASS 14044167+0235501   ,3.67044E+18,0.06,-    ,L1      ,-         ,L0    ,       ,6.501,1.683,15.601,14.908,14.53,14.234,13.96,12.278,24.28,22.84,20.05,18.454,17.533,20.462,123.1,21.935,23.3,18.779,247.4,20.609,16.1,26.95,-266.3,Gaia DR2 3670443080810711296,211.1736565,2.597287013
J0939+3412 ,144.7765352,34.21566985,2MASS 09390651+3412574   ,7.97325E+17,0.07,-    ,L0      ,-         ,L0    ,       ,6.665,1.683,15.584,14.883,14.296,14.051,13.631,11.908,24.49,21.706,19.756,18.317,17.333,20.256,148.9,20.906,60,18.573,298.8,20.283,16.26,-98.2,-73.97,Gaia DR2  797324875655660288,144.7770465,34.21598833
J0407+1546 ,61.78163488,15.77908791,2MASS 04070752+1546457   ,4.53658E+16,0.26,-    ,L3.5    ,L4        ,-     ,28.92,6.875,1.683,15.478,14.354,13.559,12.966,12.572,12.146,24.964,21.938,20.246,18.716,17.694,20.704,98.6,22.021,21.5,19.021,197.9,20.591,27.44,61.25,-53.13,Gaia DR2   45365815403062528,61.78136083,15.77931666
J0518-2756 ,79.69251969,-27.94605232,2MUCD 10381              ,2.95502E+18,0.02,MG   ,L1Int-G ,L1Int-G   ,-     ,18.44,6.202,1.684,15.262,14.295,13.615,13.043,12.661,12.59,23.736,21.887,19.993,18.487,17.498,20.476,121.6,21.674,29.6,18.792,244.3,20.095,17.27,32.19,-4.94,Gaia DR2 2955015805492793088,79.6923628,-27.94603105
J2037-4216 ,309.4642273,-42.27984817,2MASS 20375108-4216410   ,6.67656E+18,0.22,-    ,-       ,L1 p(blue),-     ,       ,5.818,1.684,15.503,14.761,14.274,13.992,13.709,12.691,      ,      ,      ,      ,      ,20.193,157.8,21.079,51.2,18.509,317,20.421,21,227.98,-402.68,Gaia DR2 6676561609781498496,309.4629006,-42.2781144
J1626+2113 ,246.512933,21.21978015,2MASS 16260302+2113132   ,1.2982E+18,0.11,-    ,L3      ,L4.5:     ,-     ,       ,7.126,1.684,15.475,14.591,13.918,13.313,13.016,11.999,      ,      ,20.528,18.812,17.775,20.809,89.5,21.237,44.2,19.125,179.7,20.669,34.46,73.44,-133.96,Gaia DR2 1298201217231698048,246.5125938,21.22035692
J1615+3559 ,243.9338202,35.9809355,2MASSW J1615441+355900   ,1.32994E+18,0.33,-    ,L3      ,L3.5      ,-     ,       ,6.52,1.685,14.539,13.515,12.935,12.345,12.033,11.434,      ,21.535,19.229,17.708,16.696,19.639,262.9,21.072,51.5,17.954,528.8,19.578,50.06,-29.84,-528.68,Gaia DR2 1329942262499164544,243.933979,35.98321176
J0940+5650 ,145.1797958,56.84692125,2MASS 09404316+5650492   ,1.02524E+18,0.1,-    ,L0      ,-         ,-     ,       ,5.908,1.685,15.705,14.9,14.277,14.11,13.866,12.76,23.041,22.015,19.866,18.392,17.457,20.353,136.2,21.681,29.4,18.668,273.9,20.325,14.93,-8.87,-24.86,Gaia DR2 1025241335308656384,145.1798656,56.84702829
J1645+3004 ,251.3415851,30.06833339,2MASS 16452207+3004071   ,1.31145E+18,0.06,-    ,L3      ,L2.5      ,L4    ,       ,6.007,1.686,15.19,14.213,13.587,13.046,12.723,12.584,23.419,21.866,19.735,18.323,17.33,20.277,146,21.259,43.3,18.591,294.1,20.177,36.88,-72.88,-68.3,Gaia DR2 1311454726097258368,251.3419476,30.06862746
J2123-3652 ,320.9790643,-36.87364068,2MASS 21235440-3652208   ,6.58395E+18,0.23,-    ,-       ,L1.5      ,-     ,       ,6.196,1.686,15.384,14.549,13.985,13.605,13.402,12.431,      ,      ,      ,      ,      ,20.313,141.3,21.37,39.1,18.627,284.3,20.268,24.34,441.78,-269.47,Gaia DR2 6583945450406725888,320.9766865,-36.87248044
J0019-3724 ,4.914625414,-37.41082685,2MASS 00193927-3724392   ,4.99874E+18,0.28,-    ,L3:     ,-         ,-     ,       ,6.476,1.686,15.519,14.47,13.689,13.141,12.831,12.54,      ,      ,      ,      ,      ,20.702,98.8,22.105,19.9,19.016,198.7,20.332,25.27,161.57,18.45,Gaia DR2 4998742462483975424,4.913749612,-37.41090628
J0757+2935 ,119.4116407,29.59536811,ULAS J075738.81+293543.5 ,8.772E+17,2.91,-    ,-       ,-         ,L0    ,       ,5.557,1.687,15.141,14.467,14.002,13.63,13.401,12.569,20.947,19.201,19.297,17.845,16.93,19.813,223.9,20.913,59.6,18.126,451,19.621,17.03,-42.4,-22.1,ULAS J075738.81+293543.5    ,119.4118507,29.59546326
J0920+2651 ,140.1097515,26.86566071,2MASS 09202645+2651583   ,6.94831E+17,0.08,-    ,L0      ,-         ,-     ,       ,6.397,1.687,15.827,14.966,14.617,14.281,14.084,12.517,23.45,22.031,20.017,18.637,17.696,20.601,108.4,21.667,29.8,18.914,218.4,20.489,14.27,-102.57,-120.09,Gaia DR2  694830673753361024,140.1102466,26.86617776
J1359-4034 ,209.9797919,-40.58510663,2MASS 13595510-4034582   ,6.11113E+18,0.29,-    ,L1      ,L3:       ,-     ,64.2,5.392,1.688,13.645,13.034,12.566,12.207,11.912,11.35,      ,      ,      ,      ,      ,18.43,800.7,20.569,81.8,16.742,1614.8,19.023,47.51,26.59,-507.64,Gaia DR2 6111126966247119232,209.9796411,-40.58292096
J0033-1521 ,8.350816057,-15.35847475,2MASS 00332386-1521309   ,2.37384E+18,0.11,-    ,L4 beta ,L1        ,-     ,42.78,6.819,1.688,15.286,14.208,13.41,12.819,12.497,11.848,      ,21.909,19.877,      ,17.48,20.355,136,21.046,52.8,18.667,274.1,19.857,43.63,302.15,23.07,Gaia DR2 2373841073178592512,8.349466953,-15.35857408
J1455+2619 ,223.762722,26.32167618,2MASS 14550283+2619202   ,1.2689E+18,0.14,-    ,L1      ,-         ,-     ,       ,5.961,1.688,15.14,14.528,13.867,13.424,13.15,12.483,      ,21.567,19.676,18.209,17.211,20.132,167,21.469,35.7,18.444,336.6,20.048,30.06,170.35,-124.47,Gaia DR2 1268904901707162496,223.7619037,26.32221209
J1429+3832 ,217.3961856,38.53939454,2MASS 14293522+3832212   ,1.48763E+18,0.03,-    ,L0      ,-         ,-     ,       ,6.091,1.688,15.965,14.929,14.534,14.244,13.901,12.594,24.43,22.221,19.844,18.362,17.47,20.373,133.7,21.416,37.5,18.685,269.5,20.501,14.26,-85.36,38.69,Gaia DR2 1487625660285148160,217.3966555,38.53922796
J1507-1627 ,226.9479678,-16.46500055,2MASSW J1507476-162738   ,6.30607E+18,0.44,-    ,L5      ,L5.5      ,-     ,133.93,6.596,1.688,12.83,11.895,11.312,10.67,10.369,9.685,      ,      ,      ,      ,      ,17.969,1224.1,20.961,57,16.281,2468.2,18.155,135.23,-151.65,-895.71,Gaia DR2 6306068659857135232,226.9486487,-16.46114402
J1304+0907 ,196.137706,9.118677017,2MASS 13043318+0907070   ,3.73419E+18,0.14,-    ,L0      ,-         ,L1:   ,       ,6.249,1.689,15.287,14.569,13.95,13.643,13.315,12.235,      ,21.904,19.636,18.19,17.208,20.173,160.8,21.349,39.9,18.484,324.5,20.025,18.15,-133.32,20.14,Gaia DR2 3734192764989221248,196.1382873,9.118590303
J1429+5730 ,217.3689394,57.51550356,2MASS 14292849+5730546   ,1.61098E+18,0.04,-    ,L0      ,-         ,-     ,       ,5.405,1.689,15.365,14.515,14.019,13.693,13.355,12.875,21.661,21.496,19.534,17.984,17.065,19.969,194,20.837,63.9,18.28,391.5,19.889,19.66,20.35,71.59,Gaia DR2 1610979010812148224,217.3687763,57.51519533
J1256+0146 ,194.2361432,1.771047761,2MASS 12565688+0146163   ,3.69061E+18,0.06,-    ,L2:     ,L1.5      ,L3.5  ,       ,6.405,1.689,14.48,13.516,12.791,12.341,12.043,11.445,      ,21.175,19.016,17.563,16.613,19.539,288.3,21.258,43.4,17.85,582,19.279,28.55,-209.39,-39.11,Gaia DR2 3690613995284498688,194.2370452,1.771216151
J0028+1131 ,7.189320322,11.5319804,ULAS J002845.37+113154.9 ,2.75458E+18,0.14,-    ,-       ,-         ,L0    ,       ,6.53,1.689,16.012,15.27,14.912,14.44,14.087,12.356,      ,      ,20.094,18.588,17.626,20.575,111,21.705,28.7,18.886,224.1,20.626,13.96,176.44,60.02,ULAS J002845.37+113154.9    ,7.188544999,11.53172198
J1154+6234 ,178.6457818,62.57726325,2MASS 11543535+6234382   ,8.6008E+17,0.06,-    ,L0      ,-         ,-     ,       ,6.21,1.69,15.401,14.804,14.259,13.939,13.677,12.23,25.32,21.834,19.637,18.152,17.201,20.13,167.2,21.338,40.3,18.44,337.8,20.325,19.15,-153.36,-6.92,Gaia DR2  860080399458690432,178.6472155,62.57729304
J0006-6436 ,1.742245558,-64.61533095,2MASS 00065794-6436542   ,4.90032E+18,0.04,MG   ,L0      ,-         ,-     ,       ,5.454,1.69,13.385,12.664,12.169,11.741,11.421,11.063,      ,      ,      ,      ,      ,18.207,983,21.259,43.4,16.517,1986.3,18.162,23.26,86.92,-61.66,Gaia DR2 4900323420040865792,1.741372591,-64.61506546
J1644+2600 ,251.1654005,26.00424187,2MASS 16443963+2600128   ,1.30118E+18,0.07,-    ,L1      ,-         ,-     ,       ,5.963,1.69,15.466,14.712,14.205,13.938,13.681,12.642,      ,22.159,19.823,18.314,17.35,20.295,143.6,21.886,24.3,18.605,290.2,20.349,21.32,45.8,162.6,Gaia DR2 1301178591640305408,251.1651811,26.00354179
J1548+2814 ,237.2287478,28.23452199,2MASS 15485487+2814046   ,1.22457E+18,0.04,-    ,L0      ,-         ,-     ,       ,6.203,1.691,15.94,14.933,14.45,14.182,13.969,12.701,23.402,22.095,20.048,18.635,17.684,20.595,109,21.496,34.8,18.904,220.4,20.479,14.25,19.28,-17.98,Gaia DR2 1224567915656078336,237.2286536,28.2345994
J1539-0520 ,234.9272346,-5.344762146,DENIS-P J153941.96-052042,4.40064E+18,0.33,-    ,L4:     ,L2        ,-     ,60.08,5.643,1.691,13.922,13.06,12.575,12.013,11.75,11.676,      ,21.056,18.763,17.052,15.98,19.01,469.1,20.371,98.2,17.319,948.8,18.985,58.82,590.2,104.57,Gaia DR2 4400638923299410048,234.9246823,-5.345212373
J0858+2214 ,134.5226443,22.24918247,2MASS 08580549+2214582   ,6.85929E+17,0.15,-    ,L1      ,-         ,-     ,       ,5.867,1.691,15.231,14.42,13.836,13.573,13.32,12.519,21.949,21.878,19.621,18.133,17.154,20.077,175.7,20.985,55.8,18.386,355.1,20.003,23.37,-46.08,-72,Gaia DR2  685928714080746240,134.5228587,22.24949247
J1152+6432 ,178.2083314,64.54785043,2MASS 11525006+6432523   ,8.64283E+17,0.27,-    ,L2      ,-         ,-     ,       ,5.918,1.692,15.599,14.64,14.086,13.728,13.421,12.868,23.534,21.912,19.993,18.519,17.504,20.478,121.4,21.293,42,18.786,245.7,20.485,13.91,-25.92,-20.21,Gaia DR2  864282728607238400,178.2085911,64.54793744
J0525-7426 ,81.41634448,-74.43213993,2MASS 05253876-7426008   ,4.64955E+18,0.19,-    ,L2      ,-         ,-     ,       ,6.197,1.692,15.713,14.966,14.433,13.977,13.594,12.653,      ,      ,      ,      ,      ,20.542,114.4,20.763,68.4,18.85,231.7,20.646,21.46,269.45,309.56,Gaia DR2 4649547258951535232,81.41202139,-74.43347272
J0353+1030 ,58.28582179,10.51558158,2MASS 03530845+1030564   ,3.30313E+18,0.05,-    ,L1      ,L1        ,-     ,       ,6.289,1.692,15.45,14.651,14.181,13.775,13.456,12.393,      ,21.66,19.878,18.411,17.47,20.374,133.6,21.23,44.5,18.682,270.4,20.265,23.19,127.42,-22.14,Gaia DR2 3303130326536280832,58.2852638,10.51567691
J0800+4658 ,120.2005739,46.97381186,2MASS 08004815+4658256   ,9.32506E+17,0.01,-    ,L2      ,L1.5      ,-     ,       ,6.716,1.692,15.513,14.549,14.315,13.828,13.555,11.978,20.52,22.072,19.89,18.433,17.477,20.386,132.1,21.163,47.3,18.694,267.3,20.132,22.01,-9.99,8.14,Gaia DR2  932505947640566784,120.200637,46.97377681
J0912+4203 ,138.025702,42.05874199,2MASS 09120640+4203304   ,8.16849E+17,0.13,-    ,L0      ,-         ,-     ,       ,6.242,1.693,15.986,15.376,14.934,14.678,14.355,12.664,24.55,22.78,20.054,18.592,17.721,20.599,108.6,21.421,37.3,18.906,220.1,20.798,12.81,-149.85,53.09,Gaia DR2  816849320241672320,138.026571,42.0585134
J1607+3459 ,241.929518,34.99661153,2MASS 16074308+3459470   ,1.32398E+18,0.03,-    ,L0      ,-         ,-     ,       ,6.364,1.693,15.415,14.507,13.963,13.542,13.206,12.289,22.878,22.038,19.869,18.346,17.361,20.346,137.1,21.379,38.8,18.653,277.8,20.053,15.4,12.2,41.12,Gaia DR2 1323976724724420608,241.9294539,34.99643448
J0836+4503 ,129.0478099,45.05536302,2MASS 08361142+4503195   ,9.18172E+17,0.03,-    ,L1      ,-         ,-     ,       ,6.422,1.693,15.268,14.423,13.925,13.612,13.379,11.935,22.194,22.039,19.586,18.06,17.163,20.05,180,21.635,30.6,18.357,364.8,19.998,22.37,30.66,-11.54,Gaia DR2  918171923786792320,129.047623,45.05541271
J0911+3206 ,137.8701401,32.11242191,2MASS 09112901+3206447   ,7.00228E+17,0.05,-    ,L0      ,-         ,L0    ,       ,6.537,1.693,15.898,15.219,14.778,14.52,14.388,12.514,25.44,23.13,20.284,18.759,17.794,20.744,95,20.681,73.8,19.051,192.4,20.861,12.15,-123.55,10.69,Gaia DR2  700227729657605248,137.8707681,32.11237588
J1336+3743 ,204.1679822,37.72272514,2MASS 13364062+3743230   ,1.47553E+18,0.09,-    ,L1      ,L0.5      ,-     ,       ,5.035,1.694,14.412,13.63,13.099,12.779,12.541,12.453,      ,21.111,18.723,17.236,16.264,19.182,400.3,21.05,52.6,17.488,811.8,19.29,32.2,-213.32,-73.36,Gaia DR2 1475531925732254080,204.1691434,37.72304099
J1756+2815 ,269.0418754,28.25473214,2MASS 17561080+2815238   ,4.58441E+18,0.36,-    ,L1 sd   ,L1 p(blue),-     ,       ,5.131,1.694,14.712,14.135,13.813,13.384,13.068,12.578,      ,      ,19.038,      ,16.453,19.403,326.6,21.339,40.3,17.709,662.5,19.753,28.94,-613.74,-413.4,Gaia DR2 4584405146372926720,269.0448754,28.25651203
J0019+0030 ,4.798400971,0.504712001,2MASS 00191165+0030176   ,2.54556E+18,0.06,-    ,L1      ,L0.5      ,-     ,       ,5.927,1.694,14.921,14.18,13.568,13.258,13.01,12.196,21.822,21.488,19.336,17.866,16.9,19.817,223.1,20.911,59.7,18.123,452.3,19.685,26.11,-33.52,-44.16,Gaia DR2 2545563520758981760,4.798545299,0.504902134
J1546+1609 ,236.6083595,16.15448179,2MASS 15462590+1609192   ,1.19617E+18,0.1,-    ,L0      ,-         ,-     ,       ,6.147,1.694,15.714,14.805,14.189,13.93,13.663,12.524,      ,21.887,19.824,18.44,17.447,20.365,134.7,21.448,36.4,18.671,273.1,20.272,18.5,80.44,-176.91,Gaia DR2 1196165198144011136,236.607999,16.15524348
J0933-0212 ,143.2965511,-2.204101836,ULAS J093311.18-021214.5 ,3.83934E+18,0.02,-    ,-       ,-         ,L1    ,       ,6.343,1.694,15.38,14.564,14.14,13.743,13.435,12.168,21.711,19.732,19.763,18.23,17.27,20.205,156,20.71,71.9,18.511,316.5,19.947,20.67,-5.8,-15.87,Gaia DR2 3839336446318482176,143.2965761,-2.204033507
J0831+1538 ,127.8410807,15.64707134,2MASS 08312221+1538511   ,6.52645E+17,0.13,-    ,L1      ,-         ,-     ,       ,6.777,1.694,15.786,14.893,14.537,14.079,13.776,11.956,      ,22.168,19.973,18.423,17.427,20.427,127.3,21.92,23.6,18.733,257.9,20.424,19.61,-289.6,-88.39,Gaia DR2  652644680337290496,127.8423755,15.64745191
J0829+0917 ,127.4401638,9.298054745,ULAS J082945.67+091753.2 ,5.99839E+17,0.03,-    ,-       ,-         ,L1.5  ,       ,7.459,1.694,15.851,15.08,14.547,14.171,13.873,11.633,22.534,20.493,20.247,18.776,17.823,20.786,91.4,20.174,117.8,19.092,185.4,20.482,13.28,-45.89,-31.93,Gaia DR2  599838568536270848,127.440364,9.298192221
