"","l","n","Cab","Car","Cbrown","Cw","Cm"
"1497",1896,1.3546,0,0,0,84.69,5.83
"1498",1897,1.3578,0,0,0,87.52,5.911
"1499",1898,1.3556,0,0,0,91.89,5.998
"1500",1899,1.3583,0,0,0,94.56,6.09
"1501",1900,1.3601,0,0,0,97.22,6.193
"1502",1901,1.361,0,0,0,99.95,6.33
"1503",1902,1.3595,0,0,0,103.3,6.449
"1504",1903,1.3599,0,0,0,105.7,6.581
"1505",1904,1.3606,0,0,0,107.8,6.71
"1506",1905,1.3611,0,0,0,109.7,6.838
"1507",1906,1.3598,0,0,0,112.3,6.97
"1508",1907,1.36,0,0,0,114,7.107
"1509",1908,1.3601,0,0,0,115.7,7.238
"1510",1909,1.3606,0,0,0,117.1,7.388
"1511",1910,1.3599,0,0,0,119,7.506
"1512",1911,1.36,0,0,0,120.3,7.635
"1513",1912,1.3603,0,0,0,121.5,7.767
"1514",1913,1.3608,0,0,0,122.6,7.874
"1515",1914,1.3606,0,0,0,124,7.977
"1516",1915,1.3613,0,0,0,124.8,8.071
"1517",1916,1.3615,0,0,0,125.7,8.15
"1518",1917,1.3614,0,0,0,126.5,8.22
"1519",1918,1.3606,0,0,0,127.5,8.292
"1520",1919,1.36,0,0,0,128.1,8.35
"1521",1920,1.3591,0,0,0,128.6,8.449
"1522",1921,1.3582,0,0,0,129.2,8.521
"1523",1922,1.3573,0,0,0,129.6,8.583
"1524",1923,1.3564,0,0,0,129.9,8.666
"1525",1924,1.3556,0,0,0,130.3,8.723
"1526",1925,1.3547,0,0,0,130.4,8.759
"1527",1926,1.3538,0,0,0,130.6,8.821
"1528",1927,1.353,0,0,0,130.6,8.864
"1529",1928,1.3522,0,0,0,130.6,8.909
"1530",1929,1.3513,0,0,0,130.5,8.941
"1531",1930,1.3505,0,0,0,130.4,8.949
"1532",1931,1.3497,0,0,0,130.1,8.955
"1533",1932,1.3489,0,0,0,129.9,8.983
"1534",1933,1.3481,0,0,0,129.6,9.022
"1535",1934,1.3473,0,0,0,129.1,9.043
"1536",1935,1.3465,0,0,0,128.7,9.044
"1537",1936,1.3457,0,0,0,128.2,9.028
"1538",1937,1.345,0,0,0,127.5,9.034
"1539",1938,1.3442,0,0,0,127,9.052
"1540",1939,1.3434,0,0,0,126.4,9.048
"1541",1940,1.3427,0,0,0,125.6,9.041
"1542",1941,1.342,0,0,0,124.9,9.037
"1543",1942,1.3412,0,0,0,124.2,9.036
"1544",1943,1.3405,0,0,0,123.2,9.035
"1545",1944,1.3398,0,0,0,122.4,9.021
"1546",1945,1.3391,0,0,0,121.6,9.016
"1547",1946,1.3384,0,0,0,120.6,9.008
"1548",1947,1.3377,0,0,0,119.7,8.97
"1549",1948,1.3371,0,0,0,119,8.974
"1550",1949,1.3364,0,0,0,117.8,8.953
"1551",1950,1.3357,0,0,0,117,8.957
"1552",1951,1.3351,0,0,0,115.7,8.937
"1553",1952,1.3344,0,0,0,114.9,8.923
"1554",1953,1.3338,0,0,0,114,8.912
"1555",1954,1.3332,0,0,0,112.8,8.895
"1556",1955,1.3326,0,0,0,111.8,8.891
"1557",1956,1.332,0,0,0,111,8.88
"1558",1957,1.3314,0,0,0,109.7,8.867
"1559",1958,1.3308,0,0,0,108.8,8.855
"1560",1959,1.3302,0,0,0,107.6,8.852
"1561",1960,1.3297,0,0,0,106.6,8.861
"1562",1961,1.3291,0,0,0,105.8,8.864
"1563",1962,1.3286,0,0,0,104.4,8.876
"1564",1963,1.328,0,0,0,103.6,8.869
"1565",1964,1.3275,0,0,0,102.3,8.873
"1566",1965,1.327,0,0,0,101.4,8.855
"1567",1966,1.3265,0,0,0,100.5,8.828
"1568",1967,1.326,0,0,0,99.28,8.839
"1569",1968,1.3255,0,0,0,98.31,8.855
"1570",1969,1.3251,0,0,0,97.11,8.856
"1571",1970,1.3246,0,0,0,96.31,8.833
"1572",1971,1.3242,0,0,0,94.88,8.842
"1573",1972,1.3237,0,0,0,94.12,8.844
"1574",1973,1.3233,0,0,0,93.41,8.83
"1575",1974,1.3229,0,0,0,92.06,8.808
"1576",1975,1.3225,0,0,0,91.21,8.818
"1577",1976,1.3221,0,0,0,90.09,8.807
"1578",1977,1.3217,0,0,0,89.29,8.797
"1579",1978,1.3213,0,0,0,88.04,8.794
"1580",1979,1.3209,0,0,0,87.25,8.791
"1581",1980,1.3206,0,0,0,86.11,8.795
"1582",1981,1.3203,0,0,0,85.32,8.772
"1583",1982,1.3199,0,0,0,84.6,8.754
"1584",1983,1.3196,0,0,0,83.36,8.759
"1585",1984,1.3193,0,0,0,82.62,8.76
"1586",1985,1.319,0,0,0,81.51,8.746
"1587",1986,1.3187,0,0,0,80.76,8.762
"1588",1987,1.3185,0,0,0,79.73,8.778
"1589",1988,1.3182,0,0,0,79.04,8.79
"1590",1989,1.318,0,0,0,78,8.795
"1591",1990,1.3177,0,0,0,77.23,8.811
"1592",1991,1.3175,0,0,0,76.28,8.848
"1593",1992,1.3173,0,0,0,75.57,8.874
"1594",1993,1.3171,0,0,0,74.63,8.885
"1595",1994,1.3169,0,0,0,73.92,8.913
"1596",1995,1.3168,0,0,0,72.98,8.944
"1597",1996,1.3166,0,0,0,72.34,8.981
"1598",1997,1.3165,0,0,0,71.41,8.988
"1599",1998,1.3163,0,0,0,70.82,9.001
"1600",1999,1.3162,0,0,0,69.86,9.034
"1601",2000,1.3161,0,0,0,69.24,9.076
"1602",2001,1.316,0,0,0,68.65,9.111
"1603",2002,1.3159,0,0,0,67.79,9.141
"1604",2003,1.3159,0,0,0,66.88,9.171
"1605",2004,1.3158,0,0,0,66.34,9.214
"1606",2005,1.3157,0,0,0,65.48,9.255
"1607",2006,1.3156,0,0,0,64.9,9.304
"1608",2007,1.3155,0,0,0,64.12,9.356
"1609",2008,1.3154,0,0,0,63.58,9.406
"1610",2009,1.3153,0,0,0,62.81,9.448
"1611",2010,1.3152,0,0,0,62.32,9.516
"1612",2011,1.3151,0,0,0,61.56,9.578
"1613",2012,1.315,0,0,0,61.05,9.638
"1614",2013,1.315,0,0,0,60.29,9.692
"1615",2014,1.3149,0,0,0,59.8,9.763
"1616",2015,1.3148,0,0,0,59.07,9.845
"1617",2016,1.3147,0,0,0,58.57,9.953
"1618",2017,1.3146,0,0,0,57.88,10.04
"1619",2018,1.3146,0,0,0,57.46,10.15
"1620",2019,1.3145,0,0,0,56.8,10.27
"1621",2020,1.3144,0,0,0,56.32,10.39
"1622",2021,1.3143,0,0,0,55.66,10.52
"1623",2022,1.3142,0,0,0,55.03,10.63
"1624",2023,1.3141,0,0,0,54.63,10.77
"1625",2024,1.314,0,0,0,53.98,10.91
"1626",2025,1.3139,0,0,0,53.56,11.03
"1627",2026,1.3138,0,0,0,52.94,11.19
"1628",2027,1.3137,0,0,0,52.56,11.35
"1629",2028,1.3136,0,0,0,51.97,11.5
"1630",2029,1.3135,0,0,0,51.38,11.66
"1631",2030,1.3134,0,0,0,50.98,11.81
"1632",2031,1.3133,0,0,0,50.47,12.01
"1633",2032,1.3132,0,0,0,50.06,12.17
"1634",2033,1.3131,0,0,0,49.51,12.35
"1635",2034,1.313,0,0,0,49.15,12.51
"1636",2035,1.3129,0,0,0,48.6,12.69
"1637",2036,1.3128,0,0,0,48.06,12.87
"1638",2037,1.3127,0,0,0,47.73,13.07
"1639",2038,1.3126,0,0,0,47.18,13.25
"1640",2039,1.3125,0,0,0,46.85,13.46
"1641",2040,1.3124,0,0,0,46.35,13.64
"1642",2041,1.3123,0,0,0,45.84,13.84
"1643",2042,1.3122,0,0,0,45.53,14.04
"1644",2043,1.3121,0,0,0,45.03,14.23
"1645",2044,1.312,0,0,0,44.73,14.41
"1646",2045,1.3119,0,0,0,44.26,14.61
"1647",2046,1.3118,0,0,0,43.79,14.81
"1648",2047,1.3117,0,0,0,43.48,14.99
"1649",2048,1.3116,0,0,0,43.02,15.18
"1650",2049,1.3115,0,0,0,42.73,15.34
"1651",2050,1.3114,0,0,0,42.28,15.54
"1652",2051,1.3113,0,0,0,41.86,15.71
"1653",2052,1.3112,0,0,0,41.55,15.91
"1654",2053,1.311,0,0,0,41.15,16.07
"1655",2054,1.3109,0,0,0,40.72,16.22
"1656",2055,1.3108,0,0,0,40.46,16.37
"1657",2056,1.3107,0,0,0,40.02,16.53
"1658",2057,1.3106,0,0,0,39.75,16.67
"1659",2058,1.3105,0,0,0,39.34,16.78
"1660",2059,1.3104,0,0,0,38.94,16.9
"1661",2060,1.3103,0,0,0,38.68,16.98
"1662",2061,1.3102,0,0,0,38.27,17.09
"1663",2062,1.3101,0,0,0,37.9,17.18
"1664",2063,1.3099,0,0,0,37.62,17.25
"1665",2064,1.3098,0,0,0,37.26,17.34
"1666",2065,1.3097,0,0,0,36.87,17.39
"1667",2066,1.3096,0,0,0,36.64,17.48
"1668",2067,1.3095,0,0,0,36.28,17.55
"1669",2068,1.3094,0,0,0,35.92,17.61
"1670",2069,1.3093,0,0,0,35.68,17.67
"1671",2070,1.3092,0,0,0,35.36,17.71
"1672",2071,1.3091,0,0,0,34.99,17.77
"1673",2072,1.309,0,0,0,34.79,17.83
"1674",2073,1.3088,0,0,0,34.47,17.87
"1675",2074,1.3087,0,0,0,34.13,17.94
"1676",2075,1.3086,0,0,0,33.92,17.95
"1677",2076,1.3085,0,0,0,33.63,17.99
"1678",2077,1.3084,0,0,0,33.29,18.05
"1679",2078,1.3082,0,0,0,33.09,18.09
"1680",2079,1.3081,0,0,0,32.8,18.13
"1681",2080,1.308,0,0,0,32.51,18.2
"1682",2081,1.3079,0,0,0,32.31,18.27
"1683",2082,1.3078,0,0,0,32,18.3
"1684",2083,1.3076,0,0,0,31.72,18.35
"1685",2084,1.3075,0,0,0,31.54,18.41
"1686",2085,1.3074,0,0,0,31.27,18.46
"1687",2086,1.3073,0,0,0,30.97,18.52
"1688",2087,1.3072,0,0,0,30.71,18.56
"1689",2088,1.307,0,0,0,30.52,18.61
"1690",2089,1.3069,0,0,0,30.25,18.66
"1691",2090,1.3068,0,0,0,29.99,18.71
"1692",2091,1.3067,0,0,0,29.8,18.76
"1693",2092,1.3066,0,0,0,29.58,18.81
"1694",2093,1.3064,0,0,0,29.29,18.85
"1695",2094,1.3063,0,0,0,29.06,18.9
"1696",2095,1.3062,0,0,0,28.88,18.96
"1697",2096,1.3061,0,0,0,28.65,19.03
"1698",2097,1.306,0,0,0,28.4,19.07
"1699",2098,1.3059,0,0,0,28.22,19.11
"1700",2099,1.3058,0,0,0,27.99,19.16
"1701",2100,1.3057,0,0,0,27.76,19.21
"1702",2101,1.3056,0,0,0,27.51,19.27
"1703",2102,1.3055,0,0,0,27.37,19.29
"1704",2103,1.3053,0,0,0,27.13,19.32
"1705",2104,1.3052,0,0,0,26.92,19.35
"1706",2105,1.3051,0,0,0,26.71,19.36
"1707",2106,1.305,0,0,0,26.57,19.4
"1708",2107,1.3049,0,0,0,26.37,19.43
"1709",2108,1.3047,0,0,0,26.17,19.47
"1710",2109,1.3046,0,0,0,25.97,19.51
"1711",2110,1.3045,0,0,0,25.84,19.53
"1712",2111,1.3044,0,0,0,25.65,19.56
"1713",2112,1.3043,0,0,0,25.47,19.6
"1714",2113,1.3041,0,0,0,25.28,19.61
"1715",2114,1.304,0,0,0,25.18,19.62
"1716",2115,1.3039,0,0,0,25.01,19.66
"1717",2116,1.3038,0,0,0,24.85,19.66
"1718",2117,1.3037,0,0,0,24.66,19.69
"1719",2118,1.3035,0,0,0,24.55,19.7
"1720",2119,1.3034,0,0,0,24.38,19.72
"1721",2120,1.3033,0,0,0,24.2,19.74
"1722",2121,1.3032,0,0,0,24.01,19.74
"1723",2122,1.3031,0,0,0,23.86,19.76
"1724",2123,1.3029,0,0,0,23.74,19.78
"1725",2124,1.3028,0,0,0,23.58,19.79
"1726",2125,1.3027,0,0,0,23.42,19.82
"1727",2126,1.3026,0,0,0,23.28,19.82
"1728",2127,1.3025,0,0,0,23.18,19.83
"1729",2128,1.3023,0,0,0,23.04,19.86
"1730",2129,1.3022,0,0,0,22.89,19.88
"1731",2130,1.3021,0,0,0,22.75,19.89
"1732",2131,1.302,0,0,0,22.62,19.89
"1733",2132,1.3019,0,0,0,22.52,19.93
"1734",2133,1.3017,0,0,0,22.39,19.93
"1735",2134,1.3016,0,0,0,22.27,19.97
"1736",2135,1.3015,0,0,0,22.14,20.01
"1737",2136,1.3014,0,0,0,22.02,20.01
"1738",2137,1.3013,0,0,0,21.94,20.04
"1739",2138,1.3011,0,0,0,21.83,20.07
"1740",2139,1.301,0,0,0,21.72,20.11
"1741",2140,1.3009,0,0,0,21.62,20.14
"1742",2141,1.3008,0,0,0,21.5,20.15
"1743",2142,1.3007,0,0,0,21.4,20.17
"1744",2143,1.3005,0,0,0,21.33,20.19
"1745",2144,1.3004,0,0,0,21.23,20.22
"1746",2145,1.3003,0,0,0,21.12,20.23
"1747",2146,1.3002,0,0,0,21.02,20.23
"1748",2147,1.3001,0,0,0,20.91,20.26
"1749",2148,1.2999,0,0,0,20.85,20.27
"1750",2149,1.2998,0,0,0,20.77,20.29
"1751",2150,1.2997,0,0,0,20.67,20.28
"1752",2151,1.2996,0,0,0,20.58,20.27
"1753",2152,1.2995,0,0,0,20.49,20.29
"1754",2153,1.2993,0,0,0,20.4,20.29
"1755",2154,1.2992,0,0,0,20.33,20.31
"1756",2155,1.2991,0,0,0,20.27,20.29
"1757",2156,1.299,0,0,0,20.18,20.26
"1758",2157,1.2989,0,0,0,20.1,20.3
"1759",2158,1.2987,0,0,0,20.02,20.31
"1760",2159,1.2986,0,0,0,19.95,20.3
"1761",2160,1.2985,0,0,0,19.87,20.3
"1762",2161,1.2984,0,0,0,19.83,20.31
"1763",2162,1.2983,0,0,0,19.76,20.29
"1764",2163,1.2981,0,0,0,19.69,20.29
"1765",2164,1.298,0,0,0,19.63,20.26
"1766",2165,1.2979,0,0,0,19.58,20.25
"1767",2166,1.2978,0,0,0,19.52,20.23
"1768",2167,1.2977,0,0,0,19.46,20.2
"1769",2168,1.2975,0,0,0,19.42,20.16
"1770",2169,1.2974,0,0,0,19.38,20.15
"1771",2170,1.2973,0,0,0,19.33,20.12
"1772",2171,1.2972,0,0,0,19.28,20.09
"1773",2172,1.297,0,0,0,19.23,20.07
"1774",2173,1.2969,0,0,0,19.18,20.03
"1775",2174,1.2967,0,0,0,19.13,19.98
"1776",2175,1.2966,0,0,0,19.09,19.96
"1777",2176,1.2965,0,0,0,19.04,19.91
"1778",2177,1.2964,0,0,0,19,19.86
"1779",2178,1.2962,0,0,0,18.96,19.8
"1780",2179,1.2961,0,0,0,18.89,19.75
"1781",2180,1.296,0,0,0,18.84,19.69
"1782",2181,1.2959,0,0,0,18.8,19.64
"1783",2182,1.2958,0,0,0,18.74,19.59
"1784",2183,1.2957,0,0,0,18.7,19.53
"1785",2184,1.2956,0,0,0,18.66,19.47
"1786",2185,1.2955,0,0,0,18.6,19.41
"1787",2186,1.2954,0,0,0,18.56,19.36
"1788",2187,1.2953,0,0,0,18.52,19.31
"1789",2188,1.2951,0,0,0,18.49,19.22
"1790",2189,1.295,0,0,0,18.45,19.18
"1791",2190,1.2949,0,0,0,18.43,19.12
"1792",2191,1.2948,0,0,0,18.39,19.06
"1793",2192,1.2947,0,0,0,18.37,18.99
"1794",2193,1.2945,0,0,0,18.37,18.9
"1795",2194,1.2944,0,0,0,18.38,18.85
"1796",2195,1.2943,0,0,0,18.37,18.81
"1797",2196,1.2942,0,0,0,18.36,18.75
"1798",2197,1.2941,0,0,0,18.35,18.67
"1799",2198,1.2939,0,0,0,18.35,18.61
"1800",2199,1.2938,0,0,0,18.35,18.58
"1801",2200,1.2937,0,0,0,18.34,18.52
"1802",2201,1.2936,0,0,0,18.33,18.46
"1803",2202,1.2935,0,0,0,18.33,18.4
"1804",2203,1.2933,0,0,0,18.33,18.34
"1805",2204,1.2932,0,0,0,18.34,18.29
"1806",2205,1.2931,0,0,0,18.33,18.24
"1807",2206,1.293,0,0,0,18.34,18.19
"1808",2207,1.2928,0,0,0,18.34,18.13
"1809",2208,1.2927,0,0,0,18.32,18.07
"1810",2209,1.2925,0,0,0,18.31,18.03
"1811",2210,1.2924,0,0,0,18.29,17.98
"1812",2211,1.2923,0,0,0,18.28,17.92
"1813",2212,1.2922,0,0,0,18.28,17.88
"1814",2213,1.292,0,0,0,18.29,17.82
"1815",2214,1.2919,0,0,0,18.29,17.8
"1816",2215,1.2918,0,0,0,18.3,17.75
"1817",2216,1.2917,0,0,0,18.32,17.73
"1818",2217,1.2916,0,0,0,18.35,17.68
"1819",2218,1.2914,0,0,0,18.36,17.68
"1820",2219,1.2913,0,0,0,18.37,17.66
"1821",2220,1.2912,0,0,0,18.37,17.63
"1822",2221,1.2911,0,0,0,18.38,17.62
"1823",2222,1.291,0,0,0,18.37,17.63
"1824",2223,1.2908,0,0,0,18.4,17.64
"1825",2224,1.2907,0,0,0,18.42,17.64
"1826",2225,1.2906,0,0,0,18.43,17.66
"1827",2226,1.2905,0,0,0,18.46,17.7
"1828",2227,1.2904,0,0,0,18.49,17.74
"1829",2228,1.2902,0,0,0,18.51,17.79
"1830",2229,1.2901,0,0,0,18.54,17.86
"1831",2230,1.29,0,0,0,18.57,17.95
"1832",2231,1.2899,0,0,0,18.58,18.03
"1833",2232,1.2898,0,0,0,18.6,18.14
"1834",2233,1.2896,0,0,0,18.64,18.25
"1835",2234,1.2895,0,0,0,18.65,18.36
"1836",2235,1.2894,0,0,0,18.67,18.51
"1837",2236,1.2893,0,0,0,18.7,18.66
"1838",2237,1.2892,0,0,0,18.75,18.81
"1839",2238,1.289,0,0,0,18.79,18.95
"1840",2239,1.2889,0,0,0,18.83,19.13
"1841",2240,1.2888,0,0,0,18.88,19.32
"1842",2241,1.2887,0,0,0,18.93,19.51
"1843",2242,1.2886,0,0,0,18.97,19.72
"1844",2243,1.2884,0,0,0,19.03,19.94
"1845",2244,1.2883,0,0,0,19.08,20.17
"1846",2245,1.2882,0,0,0,19.13,20.4
"1847",2246,1.2881,0,0,0,19.19,20.65
"1848",2247,1.288,0,0,0,19.24,20.89
"1849",2248,1.2878,0,0,0,19.29,21.14
"1850",2249,1.2877,0,0,0,19.34,21.4
"1851",2250,1.2876,0,0,0,19.4,21.63
"1852",2251,1.2875,0,0,0,19.46,21.86
"1853",2252,1.2874,0,0,0,19.51,22.1
"1854",2253,1.2873,0,0,0,19.61,22.37
"1855",2254,1.2872,0,0,0,19.66,22.62
"1856",2255,1.2871,0,0,0,19.73,22.9
"1857",2256,1.287,0,0,0,19.8,23.13
"1858",2257,1.2869,0,0,0,19.85,23.39
"1859",2258,1.2867,0,0,0,19.91,23.61
"1860",2259,1.2866,0,0,0,19.97,23.87
"1861",2260,1.2865,0,0,0,20.04,24.1
"1862",2261,1.2864,0,0,0,20.13,24.35
"1863",2262,1.2863,0,0,0,20.2,24.55
"1864",2263,1.2862,0,0,0,20.27,24.79
"1865",2264,1.2861,0,0,0,20.38,24.99
"1866",2265,1.286,0,0,0,20.46,25.21
"1867",2266,1.2859,0,0,0,20.54,25.41
"1868",2267,1.2858,0,0,0,20.62,25.62
"1869",2268,1.2856,0,0,0,20.71,25.83
"1870",2269,1.2855,0,0,0,20.79,26.05
"1871",2270,1.2854,0,0,0,20.87,26.26
"1872",2271,1.2853,0,0,0,20.94,26.43
"1873",2272,1.2852,0,0,0,21.03,26.57
"1874",2273,1.285,0,0,0,21.11,26.74
"1875",2274,1.2849,0,0,0,21.26,26.89
"1876",2275,1.2848,0,0,0,21.35,27.01
"1877",2276,1.2847,0,0,0,21.45,27.18
"1878",2277,1.2846,0,0,0,21.53,27.32
"1879",2278,1.2845,0,0,0,21.64,27.42
"1880",2279,1.2844,0,0,0,21.74,27.54
"1881",2280,1.2843,0,0,0,21.83,27.63
"1882",2281,1.2842,0,0,0,21.92,27.77
"1883",2282,1.2841,0,0,0,22.02,27.94
"1884",2283,1.284,0,0,0,22.12,28.04
"1885",2284,1.2839,0,0,0,22.23,28.21
"1886",2285,1.2838,0,0,0,22.34,28.36
"1887",2286,1.2837,0,0,0,22.45,28.5
"1888",2287,1.2836,0,0,0,22.64,28.63
"1889",2288,1.2834,0,0,0,22.76,28.78
"1890",2289,1.2833,0,0,0,22.87,28.96
"1891",2290,1.2832,0,0,0,23.01,29.13
"1892",2291,1.2831,0,0,0,23.13,29.22
"1893",2292,1.283,0,0,0,23.27,29.37
"1894",2293,1.2829,0,0,0,23.38,29.47
"1895",2294,1.2828,0,0,0,23.51,29.6
"1896",2295,1.2827,0,0,0,23.63,29.7
"1897",2296,1.2826,0,0,0,23.77,29.82
"1898",2297,1.2825,0,0,0,23.85,29.97
"1899",2298,1.2824,0,0,0,24.09,30.07
"1900",2299,1.2823,0,0,0,24.18,30.18
"1901",2300,1.2822,0,0,0,24.33,30.28
"1902",2301,1.2821,0,0,0,24.44,30.4
"1903",2302,1.282,0,0,0,24.59,30.53
"1904",2303,1.2818,0,0,0,24.7,30.6
"1905",2304,1.2817,0,0,0,24.85,30.66
"1906",2305,1.2816,0,0,0,24.95,30.7
"1907",2306,1.2815,0,0,0,25.23,30.76
"1908",2307,1.2814,0,0,0,25.34,30.78
"1909",2308,1.2813,0,0,0,25.49,30.75
"1910",2309,1.2812,0,0,0,25.64,30.74
"1911",2310,1.2811,0,0,0,25.79,30.72
"1912",2311,1.281,0,0,0,25.92,30.65
"1913",2312,1.2809,0,0,0,26.11,30.58
"1914",2313,1.2808,0,0,0,26.23,30.51
"1915",2314,1.2807,0,0,0,26.53,30.45
"1916",2315,1.2806,0,0,0,26.64,30.34
"1917",2316,1.2805,0,0,0,26.81,30.29
"1918",2317,1.2804,0,0,0,26.95,30.23
"1919",2318,1.2803,0,0,0,27.12,30.15
"1920",2319,1.2802,0,0,0,27.27,30.04
"1921",2320,1.2801,0,0,0,27.44,30
"1922",2321,1.28,0,0,0,27.56,29.98
"1923",2322,1.2799,0,0,0,27.89,29.91
"1924",2323,1.2799,0,0,0,28.02,29.86
"1925",2324,1.2798,0,0,0,28.19,29.84
"1926",2325,1.2797,0,0,0,28.38,29.81
"1927",2326,1.2796,0,0,0,28.55,29.76
"1928",2327,1.2795,0,0,0,28.69,29.73
"1929",2328,1.2795,0,0,0,29.03,29.76
"1930",2329,1.2794,0,0,0,29.16,29.77
"1931",2330,1.2793,0,0,0,29.34,29.79
"1932",2331,1.2792,0,0,0,29.51,29.81
"1933",2332,1.2791,0,0,0,29.69,29.85
"1934",2333,1.2791,0,0,0,29.88,29.89
"1935",2334,1.279,0,0,0,30.02,29.99
"1936",2335,1.2789,0,0,0,30.38,30
"1937",2336,1.2788,0,0,0,30.54,30.05
"1938",2337,1.2788,0,0,0,30.73,30.07
"1939",2338,1.2787,0,0,0,30.92,30.11
"1940",2339,1.2787,0,0,0,31.07,30.17
"1941",2340,1.2786,0,0,0,31.45,30.22
"1942",2341,1.2785,0,0,0,31.6,30.23
"1943",2342,1.2785,0,0,0,31.8,30.29
"1944",2343,1.2784,0,0,0,31.99,30.28
"1945",2344,1.2784,0,0,0,32.19,30.29
"1946",2345,1.2783,0,0,0,32.38,30.27
"1947",2346,1.2782,0,0,0,32.72,30.27
"1948",2347,1.2781,0,0,0,32.9,30.24
"1949",2348,1.278,0,0,0,33.11,30.19
"1950",2349,1.2779,0,0,0,33.31,30.1
"1951",2350,1.2778,0,0,0,33.48,30.1
"1952",2351,1.2777,0,0,0,33.88,30.03
"1953",2352,1.2776,0,0,0,34.04,29.93
"1954",2353,1.2776,0,0,0,34.26,29.83
"1955",2354,1.2775,0,0,0,34.47,29.84
"1956",2355,1.2774,0,0,0,34.68,29.75
"1957",2356,1.2773,0,0,0,34.86,29.66
"1958",2357,1.2772,0,0,0,35.28,29.58
"1959",2358,1.2771,0,0,0,35.47,29.48
"1960",2359,1.277,0,0,0,35.7,29.3
"1961",2360,1.2769,0,0,0,35.92,29.26
"1962",2361,1.2768,0,0,0,36.1,29.2
"1963",2362,1.2767,0,0,0,36.56,29.13
"1964",2363,1.2766,0,0,0,36.75,29.02
"1965",2364,1.2765,0,0,0,36.97,28.9
"1966",2365,1.2764,0,0,0,37.16,28.82
"1967",2366,1.2763,0,0,0,37.61,28.73
"1968",2367,1.2762,0,0,0,37.77,28.73
"1969",2368,1.2761,0,0,0,38.01,28.7
"1970",2369,1.276,0,0,0,38.27,28.65
"1971",2370,1.2759,0,0,0,38.48,28.58
"1972",2371,1.2758,0,0,0,38.92,28.54
"1973",2372,1.2757,0,0,0,39.13,28.51
"1974",2373,1.2757,0,0,0,39.38,28.46
"1975",2374,1.2756,0,0,0,39.57,28.38
"1976",2375,1.2755,0,0,0,40.07,28.34
"1977",2376,1.2754,0,0,0,40.24,28.23
"1978",2377,1.2753,0,0,0,40.5,28.2
"1979",2378,1.2753,0,0,0,40.78,28.17
"1980",2379,1.2752,0,0,0,40.96,28.09
"1981",2380,1.2751,0,0,0,41.47,28.03
"1982",2381,1.275,0,0,0,41.67,28.03
"1983",2382,1.2749,0,0,0,41.96,28.01
"1984",2383,1.2749,0,0,0,42.2,27.94
"1985",2384,1.2748,0,0,0,42.68,27.91
"1986",2385,1.2747,0,0,0,42.93,27.9
"1987",2386,1.2746,0,0,0,43.19,27.84
"1988",2387,1.2745,0,0,0,43.42,27.79
"1989",2388,1.2745,0,0,0,43.88,27.81
"1990",2389,1.2744,0,0,0,44.13,27.82
"1991",2390,1.2743,0,0,0,44.39,27.81
"1992",2391,1.2742,0,0,0,44.64,27.81
"1993",2392,1.2742,0,0,0,45.13,27.83
"1994",2393,1.2741,0,0,0,45.38,27.85
"1995",2394,1.2741,0,0,0,45.65,27.85
"1996",2395,1.274,0,0,0,45.9,27.82
"1997",2396,1.2739,0,0,0,46.38,27.82
"1998",2397,1.2739,0,0,0,46.63,27.8
"1999",2398,1.2738,0,0,0,46.9,27.8
"2000",2399,1.2738,0,0,0,47.14,27.78
"2001",2400,1.2737,0,0,0,47.64,27.83
"2002",2401,1.2736,0,0,0,47.87,27.84
"2003",2402,1.2736,0,0,0,48.17,27.88
"2004",2403,1.2735,0,0,0,48.36,27.91
"2005",2404,1.2735,0,0,0,48.94,27.99
"2006",2405,1.2734,0,0,0,49.17,28.04
"2007",2406,1.2733,0,0,0,49.4,28.12
"2008",2407,1.2733,0,0,0,49.97,28.11
"2009",2408,1.2732,0,0,0,50.21,28.19
"2010",2409,1.2732,0,0,0,50.5,28.19
"2011",2410,1.2731,0,0,0,50.78,28.17
"2012",2411,1.273,0,0,0,51.31,28.17
"2013",2412,1.273,0,0,0,51.59,28.31
"2014",2413,1.2729,0,0,0,51.91,28.37
"2015",2414,1.2729,0,0,0,52.46,28.48
"2016",2415,1.2728,0,0,0,52.75,28.53
"2017",2416,1.2727,0,0,0,53.1,28.59
"2018",2417,1.2727,0,0,0,53.39,28.7
"2019",2418,1.2726,0,0,0,54.01,28.74
"2020",2419,1.2726,0,0,0,54.29,28.87
"2021",2420,1.2725,0,0,0,54.62,28.98
"2022",2421,1.2725,0,0,0,55.23,29.1
"2023",2422,1.2724,0,0,0,55.55,29.23
"2024",2423,1.2724,0,0,0,55.88,29.34
"2025",2424,1.2723,0,0,0,56.18,29.44
"2026",2425,1.2723,0,0,0,56.86,29.59
"2027",2426,1.2722,0,0,0,57.13,29.73
"2028",2427,1.2722,0,0,0,57.46,29.87
"2029",2428,1.2721,0,0,0,58.08,30.02
"2030",2429,1.2721,0,0,0,58.41,30.16
"2031",2430,1.272,0,0,0,58.78,30.35
"2032",2431,1.272,0,0,0,59.46,30.43
"2033",2432,1.2719,0,0,0,59.76,30.64
"2034",2433,1.2719,0,0,0,60.09,30.84
"2035",2434,1.2718,0,0,0,60.39,30.98
"2036",2435,1.2718,0,0,0,61.07,31.22
